Step number,Step name,Elapsed Time (s),Working Electrode (V),Working Electrode vs. NHE (V),Current (mA),Current Density (mA/cm≤),Cumulative Charge (mAh),Counter Electrode (V)
1_1,Constant Potential,4259.99,0.200649,0.200649,-0.000632067,0,-0.000446128,-0.135644
1_1,Constant Potential,4319.99,0.200648,0.200648,-0.000461449,0,-0.00045524,-0.135563
1_1,Constant Potential,4379.99,0.200717,0.200717,-0.000427193,0,-0.000462646,-0.135351
1_1,Constant Potential,4439.99,0.200688,0.200688,-0.000663252,0,-0.000471733,-0.135231
1_1,Constant Potential,4499.99,0.200672,0.200672,-0.000295228,0,-0.00047972,-0.135176
1_1,Constant Potential,4559.99,0.200685,0.200685,-0.000594051,0,-0.000487131,-0.134983
1_1,Constant Potential,4619.99,0.20066,0.20066,-0.000689436,0,-0.000497826,-0.134817
1_1,Constant Potential,4679.99,0.200642,0.200642,-0.000406555,0,-0.00050696,-0.134735
1_1,Constant Potential,4739.99,0.200665,0.200665,-0.00035492,0,-0.000513305,-0.1346
1_1,Constant Potential,4799.99,0.200688,0.200688,-0.000270694,0,-0.000518519,-0.134442
1_1,Constant Potential,4859.99,0.200675,0.200675,-0.0001898,0,-0.000522356,-0.134308
1_1,Constant Potential,4919.99,0.200707,0.200707,-0.000535446,0,-0.0005284,-0.134219
1_1,Constant Potential,4979.99,0.200662,0.200662,-0.000684445,0,-0.000538566,-0.134052
1_1,Constant Potential,5039.99,0.200693,0.200693,-0.000125431,0,-0.000545315,-0.133996
1_1,Constant Potential,5099.99,0.200691,0.200691,-0.000548866,0,-0.000550934,-0.133911
1_1,Constant Potential,5159.99,0.200709,0.200709,-0.000461384,0,-0.000559352,-0.133776
1_1,Constant Potential,5219.99,0.200704,0.200704,-0.000270531,0,-0.000565452,-0.133646
1_1,Constant Potential,5279.99,0.200731,0.200731,-0.000518366,0,-0.000572026,-0.13354
1_1,Constant Potential,5339.99,0.200651,0.200651,-0.000418973,0,-0.000579837,-0.133431
1_1,Constant Potential,5399.99,0.200657,0.200657,-0.000427998,0,-0.000586895,-0.133302
1_1,Constant Potential,5459.99,0.200691,0.200691,-0.000519226,0,-0.000594789,-0.1332
1_1,Constant Potential,5519.99,0.200685,0.200685,-0.000259203,0,-0.000601276,-0.133116
1_1,Constant Potential,5579.99,0.200675,0.200675,-0.000363776,0,-0.000606467,-0.132997
1_1,Constant Potential,5639.99,0.200706,0.200706,-0.000509983,0,-0.000613748,-0.132892
1_1,Constant Potential,5699.99,0.200655,0.200655,-0.000512746,0,-0.000622271,-0.132796
1_1,Constant Potential,5759.99,0.20069,0.20069,-0.000130816,0,-0.000627634,-0.132699
1_1,Constant Potential,5819.99,0.200684,0.200684,-0.000539887,0,-0.000633223,-0.132587
1_1,Constant Potential,5879.99,0.200703,0.200703,-4.66E-05,0,-0.000638111,-0.132515
1_1,Constant Potential,5939.99,0.200675,0.200675,-0.000369411,0,-0.000641578,-0.132423
1_1,Constant Potential,5999.99,0.200694,0.200694,-0.000433309,0,-0.000648267,-0.132313
1_1,Constant Potential,6059.99,0.200715,0.200715,-0.000548065,0,-0.000656445,-0.132226
1_1,Constant Potential,6119.99,0.200672,0.200672,-0.000454007,0,-0.000664796,-0.13213
1_1,Constant Potential,6179.99,0.200704,0.200704,-0.000378724,0,-0.000671735,-0.132029
1_1,Constant Potential,6239.99,0.200698,0.200698,-0.000416175,0,-0.000678359,-0.131956
1_1,Constant Potential,6299.99,0.200668,0.200668,-0.000393815,0,-0.000685109,-0.13183
1_1,Constant Potential,6359.99,0.200672,0.200672,-0.000540699,0,-0.000692897,-0.131733
1_1,Constant Potential,6419.99,0.200681,0.200681,-0.000388936,0,-0.000700644,-0.13167
1_1,Constant Potential,6479.99,0.200699,0.200699,-0.000399504,0,-0.000707214,-0.131591
1_1,Constant Potential,6539.99,0.200659,0.200659,-0.000318841,0,-0.0007132,-0.131531
1_1,Constant Potential,6599.99,0.200658,0.200658,-0.000300686,0,-0.000718363,-0.131444
1_1,Constant Potential,6659.99,0.200651,0.200651,-0.000607196,0,-0.000725929,-0.131341
1_1,Constant Potential,6719.99,0.200694,0.200694,-0.000301915,0,-0.000733505,-0.131305
1_1,Constant Potential,6779.99,0.200683,0.200683,-0.000305038,0,-0.000738563,-0.13125
1_1,Constant Potential,6839.99,0.200658,0.200658,-0.000394347,0,-0.000744391,-0.131114
1_1,Constant Potential,6899.99,0.200661,0.200661,-0.000310513,0,-0.000750265,-0.131013
1_1,Constant Potential,6959.99,0.200686,0.200686,-0.000303836,0,-0.000755384,-0.13098
1_1,Constant Potential,7019.99,0.200658,0.200658,-0.000427415,0,-0.000761478,-0.130897
1_1,Constant Potential,7079.99,0.200682,0.200682,-0.000347551,0,-0.000767936,-0.130742
1_1,Constant Potential,7139.99,0.200707,0.200707,-3.78E-05,0,-0.000771147,-0.130729
1_1,Constant Potential,7199.99,0.200678,0.200678,-0.000282757,0,-0.000773819,-0.130638
1_1,Constant Potential,7259.99,0.20071,0.20071,-0.000463998,0,-0.000780041,-0.130568
1_1,Constant Potential,7319.99,0.200689,0.200689,-0.000389462,0,-0.000787154,-0.130493
1_1,Constant Potential,7379.99,0.200693,0.200693,-0.000107764,0,-0.000791297,-0.13042
1_1,Constant Potential,7439.99,0.200666,0.200666,-0.0002461,0,-0.000794246,-0.130304
1_1,Constant Potential,7499.99,0.200679,0.200679,-0.000441677,0,-0.000799978,-0.130247
1_1,Constant Potential,7559.99,0.200693,0.200693,-0.00023832,0,-0.000805644,-0.1302
1_1,Constant Potential,7619.99,0.200699,0.200699,-0.000288446,0,-0.000810034,-0.130125
1_1,Constant Potential,7679.99,0.200685,0.200685,-0.000203564,0,-0.000814134,-0.130055
1_1,Constant Potential,7739.99,0.200663,0.200663,-0.000664749,0,-0.00082137,-0.129948
1_1,Constant Potential,7799.99,0.200666,0.200666,-0.000498366,0,-0.000831063,-0.129886
1_1,Constant Potential,7859.99,0.200707,0.200707,-0.000298218,0,-0.000837701,-0.129803
1_1,Constant Potential,7919.99,0.200697,0.200697,-0.00024542,0,-0.000842231,-0.129778
1_1,Constant Potential,7979.99,0.200704,0.200704,-0.000258937,0,-0.000846434,-0.129665
1_1,Constant Potential,8039.99,0.200713,0.200713,-0.000203372,0,-0.000850287,-0.129638
1_1,Constant Potential,8099.99,0.200666,0.200666,-0.000340091,0,-0.000854815,-0.129523
1_1,Constant Potential,8159.99,0.200693,0.200693,-0.000320732,0,-0.000860322,-0.129466
1_1,Constant Potential,8219.99,0.200649,0.200649,-0.000402894,0,-0.000866353,-0.129382
1_1,Constant Potential,8279.99,0.200713,0.200713,-0.000257186,0,-0.000871853,-0.129321
1_1,Constant Potential,8339.99,0.200708,0.200708,-0.000303165,0,-0.000876523,-0.129229
1_1,Constant Potential,8399.99,0.200688,0.200688,-0.000116698,0,-0.000880022,-0.129213
1_1,Constant Potential,8459.99,0.200681,0.200681,-0.000168205,0,-0.000882396,-0.129139
1_1,Constant Potential,8519.99,0.200711,0.200711,-7.75E-05,0,-0.000884444,-0.129108
1_1,Constant Potential,8579.99,0.20066,0.20066,-0.000506451,0,-0.00088931,-0.128979
1_1,Constant Potential,8639.99,0.200704,0.200704,-0.000291486,0,-0.00089596,-0.128947
1_1,Constant Potential,8699.99,0.200692,0.200692,-0.00042869,0,-0.000901961,-0.128884
1_1,Constant Potential,8759.99,0.200703,0.200703,-0.00019409,0,-0.000907151,-0.128872
1_1,Constant Potential,8819.99,0.200661,0.200661,-0.000390905,0,-0.000912026,-0.128728
1_1,Constant Potential,8879.99,0.200675,0.200675,-0.000394067,0,-0.000918568,-0.12867
1_1,Constant Potential,8939.99,0.200646,0.200646,-0.000179666,0,-0.000923349,-0.128635
1_1,Constant Potential,8999.99,0.200673,0.200673,-0.000500476,0,-0.000929017,-0.128543
1_1,Constant Potential,9059.99,0.200656,0.200656,-0.000138582,0,-0.000934342,-0.128527
1_1,Constant Potential,9119.99,0.200654,0.200654,-0.000626739,0,-0.00094072,-0.128362
1_1,Constant Potential,9179.99,0.200686,0.200686,-0.000255103,0,-0.000948068,-0.128396
1_1,Constant Potential,9239.99,0.200697,0.200697,-5.05E-05,0,-0.000950615,-0.128311
1_1,Constant Potential,9299.99,0.200669,0.200669,-0.000145935,0,-0.000952252,-0.128245
1_1,Constant Potential,9359.99,0.200685,0.200685,-0.00034038,0,-0.000956305,-0.128183
1_1,Constant Potential,9419.99,0.200689,0.200689,-0.000257421,0,-0.000961286,-0.128191
1_1,Constant Potential,9479.99,0.200716,0.200716,-0.000306116,0,-0.000965982,-0.128047
1_1,Constant Potential,9539.99,0.2007,0.2007,-0.000507346,0,-0.000972761,-0.127945
1_1,Constant Potential,9599.99,0.200707,0.200707,-0.000375286,0,-0.000980116,-0.127944
1_1,Constant Potential,9659.99,0.200679,0.200679,-0.000371205,0,-0.000986337,-0.127853
1_1,Constant Potential,9719.99,0.200691,0.200691,-0.00036257,0,-0.000992452,-0.127785
1_1,Constant Potential,9779.99,0.200672,0.200672,-0.00018974,0,-0.000997055,-0.127691
1_1,Constant Potential,9839.99,0.200673,0.200673,-0.000509257,0,-0.00100288,-0.127623
1_1,Constant Potential,9899.99,0.200685,0.200685,-0.000367452,0,-0.00101019,-0.127514
1_1,Constant Potential,9959.99,0.20068,0.20068,-0.000725338,0,-0.00101929,-0.127408
1_1,Constant Potential,10020,0.200677,0.200677,-0.000407515,0,-0.00102873,-0.127328
1_1,Constant Potential,10080,0.200681,0.200681,-0.000345668,0,-0.00103501,-0.127297
1_1,Constant Potential,10140,0.200666,0.200666,-0.0001803,0,-0.00103939,-0.12717
1_1,Constant Potential,10200,0.200679,0.200679,-0.000211425,0,-0.00104266,-0.127119
1_1,Constant Potential,10260,0.200694,0.200694,-0.000125827,0,-0.00104547,-0.127083
1_1,Constant Potential,10320,0.200675,0.200675,-0.000381632,0,-0.0010497,-0.127028
1_1,Constant Potential,10380,0.200713,0.200713,-0.000364588,0,-0.00105591,-0.126932
1_1,Constant Potential,10440,0.20069,0.20069,-0.000439476,0,-0.00106261,-0.126899
1_1,Constant Potential,10500,0.200671,0.200671,-0.000362878,0,-0.0010693,-0.126785
1_1,Constant Potential,10560,0.200713,0.200713,-0.000243209,0,-0.00107435,-0.126742
1_1,Constant Potential,10620,0.200681,0.200681,-3.39E-06,0,-0.00107641,-0.126707
1_1,Constant Potential,10680,0.200722,0.200722,-0.000227479,0,-0.00107833,-0.126582
1_1,Constant Potential,10740,0.200718,0.200718,-0.000216244,0,-0.00108203,-0.12656
1_1,Constant Potential,10800,0.200685,0.200685,-0.000206461,0,-0.00108555,-0.126442
1_1,Constant Potential,10860,0.200678,0.200678,-0.00054379,0,-0.0010918,-0.126391
1_1,Constant Potential,10920,0.200658,0.200658,-0.000262821,0,-0.00109852,-0.126342
1_1,Constant Potential,10980,0.200678,0.200678,-0.000207516,0,-0.00110244,-0.126311
1_1,Constant Potential,11040,0.200684,0.200684,-0.000287833,0,-0.00110657,-0.126276
1_1,Constant Potential,11100,0.200667,0.200667,-0.000171144,0,-0.0011104,-0.126159
1_1,Constant Potential,11160,0.200696,0.200696,-0.000351008,0,-0.00111475,-0.126079
1_1,Constant Potential,11220,0.200713,0.200713,-0.000460594,0,-0.00112151,-0.126069
1_1,Constant Potential,11280,0.200688,0.200688,-0.000327773,0,-0.00112808,-0.125972
1_1,Constant Potential,11340,0.200697,0.200697,-0.000153705,0,-0.00113209,-0.125921
1_1,Constant Potential,11400,0.200707,0.200707,-0.000134598,0,-0.0011345,-0.125874
1_1,Constant Potential,11460,0.200688,0.200688,-0.000195082,0,-0.00113724,-0.125835
1_1,Constant Potential,11520,0.200683,0.200683,-1.01E-05,0,-0.00113895,-0.125765
1_1,Constant Potential,11580,0.200649,0.200649,-0.000659116,0,-0.00114453,-0.125649
1_1,Constant Potential,11640,0.200647,0.200647,-0.00027417,0,-0.00115231,-0.125633
1_1,Constant Potential,11700,0.200665,0.200665,-0.000393587,0,-0.00115787,-0.12557
1_1,Constant Potential,11760,0.200661,0.200661,-0.000491328,0,-0.00116525,-0.125544
1_1,Constant Potential,11820,0.200677,0.200677,-0.00017039,0,-0.00117076,-0.125418
1_1,Constant Potential,11880,0.20068,0.20068,-0.000109269,0,-0.00117309,-0.125387
1_1,Constant Potential,11940,0.200667,0.200667,-0.000390441,0,-0.00117725,-0.125335
1_1,Constant Potential,12000,0.200693,0.200693,-0.000626474,0,-0.00118573,-0.125248
1_1,Constant Potential,12060,0.20071,0.20071,-0.000213499,0,-0.00119273,-0.125184
1_1,Constant Potential,12120,0.200658,0.200658,-0.000367258,0,-0.00119757,-0.125132
1_1,Constant Potential,12180,0.200698,0.200698,-0.000280908,0,-0.00120297,-0.125093
1_1,Constant Potential,12240,0.200665,0.200665,-0.000218096,0,-0.00120713,-0.125006
1_1,Constant Potential,12300,0.200669,0.200669,-0.000439537,0,-0.00121261,-0.124917
1_1,Constant Potential,12360,0.200685,0.200685,-0.000213237,0,-0.00121805,-0.124897
1_1,Constant Potential,12420,0.200669,0.200669,-0.000281343,0,-0.00122217,-0.124819
1_1,Constant Potential,12480,0.20069,0.20069,-0.000160183,0,-0.00122585,-0.124741
1_1,Constant Potential,12540,0.200729,0.200729,-0.000469348,0,-0.0012311,-0.124627
1_1,Constant Potential,12600,0.200681,0.200681,-0.000482388,0,-0.00123903,-0.124559
1_1,Constant Potential,12660,0.200713,0.200713,-0.000306365,0,-0.0012456,-0.124521
1_1,Constant Potential,12720,0.200702,0.200702,-0.000316422,0,-0.00125079,-0.124454
1_1,Constant Potential,12780,0.200701,0.200701,-0.000284733,0,-0.0012558,-0.124387
1_1,Constant Potential,12840,0.200711,0.200711,-0.000268274,0,-0.00126041,-0.12431
1_1,Constant Potential,12900,0.200705,0.200705,-0.000239595,0,-0.00126464,-0.12423
1_1,Constant Potential,12960,0.200702,0.200702,-0.000271261,0,-0.0012689,-0.124155
1_1,Constant Potential,13020,0.200688,0.200688,-0.000309858,0,-0.00127374,-0.124086
1_1,Constant Potential,13080,0.200689,0.200689,-0.000625921,0,-0.00128154,-0.123931
1_1,Constant Potential,13140,0.200707,0.200707,-0.000130888,0,-0.00128784,-0.123908
1_1,Constant Potential,13200,0.200683,0.200683,-0.000238051,0,-0.00129092,-0.123861
1_1,Constant Potential,13260,0.200675,0.200675,-0.000244351,0,-0.00129494,-0.123795
1_1,Constant Potential,13320,0.200689,0.200689,-7.30E-05,0,-0.00129758,-0.123701
1_1,Constant Potential,13380,0.2007,0.2007,-9.87E-05,0,-0.00129901,-0.123644
1_1,Constant Potential,13440,0.20069,0.20069,-0.000417413,0,-0.00130332,-0.123567
1_1,Constant Potential,13500,0.200676,0.200676,-0.000275648,0,-0.00130909,-0.123484
1_1,Constant Potential,13560,0.200673,0.200673,-0.000243792,0,-0.00131342,-0.123461
1_1,Constant Potential,13620,0.200685,0.200685,-0.000245926,0,-0.0013175,-0.123358
1_1,Constant Potential,13680,0.200659,0.200659,-0.000401024,0,-0.00132289,-0.123237
1_1,Constant Potential,13740,0.200696,0.200696,-0.000238885,0,-0.00132822,-0.123255
1_1,Constant Potential,13800,0.200686,0.200686,-0.000240591,0,-0.00133222,-0.123144
1_1,Constant Potential,13860,0.200668,0.200668,-0.000350916,0,-0.00133715,-0.123072
1_1,Constant Potential,13920,0.200654,0.200654,-0.00051708,0,-0.00134438,-0.123012
1_1,Constant Potential,13980,0.200652,0.200652,-0.000285066,0,-0.00135107,-0.122929
1_1,Constant Potential,14040,0.20063,0.20063,-0.000117995,0,-0.00135443,-0.122854
1_1,Constant Potential,14100,0.200688,0.200688,-0.00030279,0,-0.00135793,-0.122837
1_1,Constant Potential,14160,0.200716,0.200716,-9.11E-05,0,-0.00136122,-0.122782
1_1,Constant Potential,14220,0.200705,0.200705,-0.000290203,0,-0.00136439,-0.122639
1_1,Constant Potential,14280,0.200716,0.200716,-0.000166162,0,-0.0013682,-0.122634
1_1,Constant Potential,14340,0.200656,0.200656,-7.14E-05,0,-0.00137018,-0.122574
1_1,Constant Potential,14400,0.200687,0.200687,-0.000228006,0,-0.00137267,-0.122461
1_1,Constant Potential,14460,0.200689,0.200689,-0.000295797,0,-0.00137704,-0.122411
1_1,Constant Potential,14520,0.200675,0.200675,-0.000176509,0,-0.00138097,-0.122339
1_1,Constant Potential,14580,0.200698,0.200698,-0.000310412,0,-0.00138503,-0.122286
1_1,Constant Potential,14640,0.200683,0.200683,-0.000319945,0,-0.00139028,-0.122206
1_1,Constant Potential,14700,0.200697,0.200697,-0.000482352,0,-0.00139697,-0.12208
1_1,Constant Potential,14760,0.200711,0.200711,-0.000262816,0,-0.00140318,-0.12206
1_1,Constant Potential,14820,0.200686,0.200686,-0.00046235,0,-0.00140922,-0.121949
1_1,Constant Potential,14880,0.200674,0.200674,-0.000283406,0,-0.00141544,-0.121914
1_1,Constant Potential,14940,0.200673,0.200673,-0.000493032,0,-0.00142191,-0.121813
1_1,Constant Potential,15000,0.200699,0.200699,-0.000222504,0,-0.00142787,-0.121757
1_1,Constant Potential,15060,0.200634,0.200634,-0.000377861,0,-0.00143287,-0.121718
1_1,Constant Potential,15120,0.200662,0.200662,-0.000382119,0,-0.00143921,-0.121624
1_1,Constant Potential,15180,0.20066,0.20066,-0.000176284,0,-0.00144386,-0.121593
1_1,Constant Potential,15240,0.20072,0.20072,-0.000461085,0,-0.00144917,-0.121498
1_1,Constant Potential,15300,0.200696,0.200696,-0.000422827,0,-0.00145654,-0.121458
1_1,Constant Potential,15360,0.200676,0.200676,-0.000304834,0,-0.0014626,-0.121368
1_1,Constant Potential,15420,0.200672,0.200672,-1.65E-07,0,-0.00146514,-0.12133
1_1,Constant Potential,15480,0.200688,0.200688,-6.20E-05,0,-0.00146566,-0.121247
1_1,Constant Potential,15540,0.200697,0.200697,-0.000398033,0,-0.00146949,-0.121165
1_1,Constant Potential,15600,0.200689,0.200689,-0.000589753,0,-0.00147772,-0.121133
1_1,Constant Potential,15660,0.200737,0.200737,-9.24E-05,0,-0.00148341,-0.121113
1_1,Constant Potential,15720,0.200706,0.200706,-0.000182007,0,-0.0014857,-0.121073
1_1,Constant Potential,15780,0.200708,0.200708,-8.33E-05,0,-0.00148791,-0.120962
1_1,Constant Potential,15840,0.200682,0.200682,-0.000204678,0,-0.00149031,-0.120883
1_1,Constant Potential,15900,0.200687,0.200687,-0.000253883,0,-0.00149413,-0.120844
1_1,Constant Potential,15960,0.200686,0.200686,-0.000167327,0,-0.00149764,-0.120759
1_1,Constant Potential,16020,0.200697,0.200697,-0.000377385,0,-0.00150218,-0.120706
1_1,Constant Potential,16080,0.200659,0.200659,-0.000268688,0,-0.00150756,-0.120649
1_1,Constant Potential,16140,0.20067,0.20067,-0.000264655,0,-0.00151201,-0.120594
1_1,Constant Potential,16200,0.200687,0.200687,-0.000449659,0,-0.00151796,-0.120503
1_1,Constant Potential,16260,0.200686,0.200686,-0.000106121,0,-0.00152259,-0.12051
1_1,Constant Potential,16320,0.200694,0.200694,-0.000164229,0,-0.00152484,-0.120443
1_1,Constant Potential,16380,0.200673,0.200673,-0.000188459,0,-0.00152778,-0.120352
1_1,Constant Potential,16440,0.200685,0.200685,-0.000295279,0,-0.00153181,-0.120346
1_1,Constant Potential,16500,0.200675,0.200675,-0.000236457,0,-0.00153624,-0.120263
1_1,Constant Potential,16560,0.200672,0.200672,-0.000297332,0,-0.00154069,-0.120154
1_1,Constant Potential,16620,0.200681,0.200681,-0.000481416,0,-0.00154718,-0.120054
1_1,Constant Potential,16680,0.200686,0.200686,-0.000185177,0,-0.00155274,-0.12004
1_1,Constant Potential,16740,0.200672,0.200672,-0.000362538,0,-0.0015573,-0.119965
1_1,Constant Potential,16800,0.200681,0.200681,-0.000366601,0,-0.00156338,-0.119872
1_1,Constant Potential,16860,0.200703,0.200703,-0.000353769,0,-0.00156938,-0.11984
1_1,Constant Potential,16920,0.200704,0.200704,-0.000402888,0,-0.00157569,-0.119763
1_1,Constant Potential,16980,0.200653,0.200653,-0.000273588,0,-0.00158132,-0.119657
1_1,Constant Potential,17040,0.200696,0.200696,-0.000244504,0,-0.00158564,-0.119642
1_1,Constant Potential,17100,0.200684,0.200684,-0.000352704,0,-0.00159062,-0.119539
1_1,Constant Potential,17160,0.200693,0.200693,-0.000413073,0,-0.001597,-0.119529
1_1,Constant Potential,17220,0.200691,0.200691,-0.000286633,0,-0.00160283,-0.119435
1_1,Constant Potential,17280,0.200693,0.200693,-0.000537295,0,-0.0016097,-0.119387
1_1,Constant Potential,17340,0.200672,0.200672,-0.000137634,0,-0.00161532,-0.11935
1_1,Constant Potential,17400,0.200672,0.200672,-0.000378369,0,-0.00161962,-0.119295
1_1,Constant Potential,17460,0.200707,0.200707,-0.000250019,0,-0.00162486,-0.11926
1_1,Constant Potential,17520,0.200689,0.200689,-0.000285949,0,-0.00162932,-0.119136
1_1,Constant Potential,17580,0.200691,0.200691,-0.000256161,0,-0.00163384,-0.11911
