Step number,Step name,Elapsed Time (s),Working Electrode (V),Working Electrode vs. NHE (V),Current (mA),Current Density (mA/cm≤),Cumulative Charge (mAh),Counter Electrode (V)
1_1,Constant Potential,26940,0.199902,0.199902,0.498008,0,7.0369,-1.06775
1_1,Constant Potential,27000,0.199901,0.199901,0.497124,0,7.04519,-1.0679
1_1,Constant Potential,27060,0.199905,0.199905,0.496854,0,7.05347,-1.06766
1_1,Constant Potential,27120,0.199918,0.199918,0.496568,0,7.06175,-1.06744
1_1,Constant Potential,27180,0.199888,0.199888,0.496788,0,7.07003,-1.06743
1_1,Constant Potential,27240,0.199906,0.199906,0.497049,0,7.07831,-1.06749
1_1,Constant Potential,27300,0.199873,0.199873,0.496522,0,7.08659,-1.06758
1_1,Constant Potential,27360,0.199896,0.199896,0.496465,0,7.09487,-1.06766
1_1,Constant Potential,27420,0.199876,0.199876,0.496685,0,7.10314,-1.06748
1_1,Constant Potential,27480,0.199884,0.199884,0.4957,0,7.11141,-1.06698
1_1,Constant Potential,27540,0.199878,0.199878,0.494372,0,7.11966,-1.06657
1_1,Constant Potential,27600,0.199865,0.199865,0.493685,0,7.1279,-1.06672
1_1,Constant Potential,27660,0.199891,0.199891,0.492664,0,7.13612,-1.06652
1_1,Constant Potential,27720,0.199879,0.199879,0.491883,0,7.14432,-1.06594
1_1,Constant Potential,27780,0.199877,0.199877,0.492872,0,7.15253,-1.066
1_1,Constant Potential,27840,0.199891,0.199891,0.492437,0,7.16074,-1.06594
1_1,Constant Potential,27900,0.199876,0.199876,0.492058,0,7.16894,-1.06573
1_1,Constant Potential,27960,0.199914,0.199914,0.491888,0,7.17714,-1.06547
1_1,Constant Potential,28020,0.199885,0.199885,0.491583,0,7.18534,-1.06556
1_1,Constant Potential,28080,0.199879,0.199879,0.491055,0,7.19353,-1.06509
1_1,Constant Potential,28140,0.199857,0.199857,0.490559,0,7.20171,-1.06482
1_1,Constant Potential,28200,0.199875,0.199875,0.490838,0,7.20989,-1.06502
1_1,Constant Potential,28260,0.199892,0.199892,0.490484,0,7.21806,-1.06498
1_1,Constant Potential,28320,0.199865,0.199865,0.490141,0,7.22624,-1.06512
1_1,Constant Potential,28380,0.199902,0.199902,0.490258,0,7.23441,-1.06482
1_1,Constant Potential,28440,0.19987,0.19987,0.490213,0,7.24258,-1.06457
1_1,Constant Potential,28500,0.199863,0.199863,0.490245,0,7.25075,-1.06501
1_1,Constant Potential,28560,0.199884,0.199884,0.489571,0,7.25891,-1.06495
1_1,Constant Potential,28620,0.199882,0.199882,0.488788,0,7.26706,-1.06473
1_1,Constant Potential,28680,0.199879,0.199879,0.488409,0,7.27521,-1.06441
1_1,Constant Potential,28740,0.199898,0.199898,0.48735,0,7.28334,-1.06415
1_1,Constant Potential,28800,0.199883,0.199883,0.486509,0,7.29145,-1.06441
1_1,Constant Potential,28860,0.199857,0.199857,0.486892,0,7.29957,-1.06422
1_1,Constant Potential,28920,0.199888,0.199888,0.486224,0,7.30768,-1.06373
1_1,Constant Potential,28980,0.199884,0.199884,0.485401,0,7.31577,-1.06373
1_1,Constant Potential,29040,0.199888,0.199888,0.485363,0,7.32386,-1.06415
1_1,Constant Potential,29100,0.199873,0.199873,0.484108,0,7.33194,-1.06393
1_1,Constant Potential,29160,0.199879,0.199879,0.484052,0,7.34001,-1.06348
1_1,Constant Potential,29220,0.199846,0.199846,0.484134,0,7.34808,-1.06364
1_1,Constant Potential,29280,0.199872,0.199872,0.484754,0,7.35615,-1.06398
1_1,Constant Potential,29340,0.199852,0.199852,0.484753,0,7.36423,-1.06381
1_1,Constant Potential,29400,0.199876,0.199876,0.483775,0,7.3723,-1.06365
1_1,Constant Potential,29460,0.199854,0.199854,0.483769,0,7.38036,-1.06337
1_1,Constant Potential,29520,0.199882,0.199882,0.483761,0,7.38843,-1.06354
1_1,Constant Potential,29580,0.199895,0.199895,0.483265,0,7.39649,-1.06272
1_1,Constant Potential,29640,0.199865,0.199865,0.482688,0,7.40454,-1.06253
1_1,Constant Potential,29700,0.199894,0.199894,0.482843,0,7.41258,-1.06262
1_1,Constant Potential,29760,0.199895,0.199895,0.481905,0,7.42062,-1.06257
1_1,Constant Potential,29820,0.199896,0.199896,0.481072,0,7.42865,-1.06241
1_1,Constant Potential,29880,0.199869,0.199869,0.4811,0,7.43666,-1.06254
1_1,Constant Potential,29940,0.199899,0.199899,0.480768,0,7.44468,-1.06228
1_1,Constant Potential,30000,0.199862,0.199862,0.480787,0,7.45269,-1.06169
1_1,Constant Potential,30060,0.199877,0.199877,0.481276,0,7.46071,-1.06213
1_1,Constant Potential,30120,0.199878,0.199878,0.481256,0,7.46873,-1.0626
1_1,Constant Potential,30180,0.199888,0.199888,0.481365,0,7.47675,-1.06284
1_1,Constant Potential,30240,0.199898,0.199898,0.479652,0,7.48476,-1.06199
1_1,Constant Potential,30300,0.199889,0.199889,0.478435,0,7.49275,-1.06184
1_1,Constant Potential,30360,0.199863,0.199863,0.47869,0,7.50072,-1.06213
1_1,Constant Potential,30420,0.19986,0.19986,0.478008,0,7.50869,-1.06203
1_1,Constant Potential,30480,0.199863,0.199863,0.477555,0,7.51666,-1.06198
1_1,Constant Potential,30540,0.199891,0.199891,0.476452,0,7.52461,-1.06133
1_1,Constant Potential,30600,0.199878,0.199878,0.47557,0,7.53254,-1.06121
1_1,Constant Potential,30660,0.199872,0.199872,0.475832,0,7.54047,-1.06096
1_1,Constant Potential,30720,0.199891,0.199891,0.475154,0,7.54839,-1.06101
1_1,Constant Potential,30780,0.19987,0.19987,0.47477,0,7.55631,-1.06102
1_1,Constant Potential,30840,0.199907,0.199907,0.473659,0,7.56421,-1.06066
1_1,Constant Potential,30900,0.199906,0.199906,0.473375,0,7.57211,-1.05987
1_1,Constant Potential,30960,0.199896,0.199896,0.473332,0,7.57999,-1.05988
1_1,Constant Potential,31020,0.199897,0.199897,0.473729,0,7.58789,-1.0599
1_1,Constant Potential,31080,0.199888,0.199888,0.473841,0,7.59578,-1.05977
1_1,Constant Potential,31140,0.19989,0.19989,0.473239,0,7.60368,-1.06013
1_1,Constant Potential,31200,0.199868,0.199868,0.472876,0,7.61156,-1.06001
1_1,Constant Potential,31260,0.199875,0.199875,0.473388,0,7.61945,-1.05991
