Step number,Step name,Elapsed Time (s),Working Electrode (V),Working Electrode vs. NHE (V),Current (mA),Current Density (mA/cm≤),Cumulative Charge (mAh),Counter Electrode (V)
1_1,Constant Potential,5607,0.199935,0.199935,-0.000546098,0,-0.00215715,0.23577
1_1,Constant Potential,5667,0.199928,0.199928,-0.000955479,0,-0.00216967,0.238196
1_1,Constant Potential,5727,0.199912,0.199912,-0.0010225,0,-0.00218615,0.240614
1_1,Constant Potential,5787,0.199896,0.199896,-0.00142527,0,-0.00220655,0.243061
1_1,Constant Potential,5847,0.199915,0.199915,-0.000943073,0,-0.00222628,0.245428
1_1,Constant Potential,5907,0.199897,0.199897,-0.0011534,0,-0.00224375,0.247878
1_1,Constant Potential,5967,0.199897,0.199897,-0.00122339,0,-0.00226356,0.250405
1_1,Constant Potential,6027,0.199896,0.199896,-0.00105134,0,-0.00228252,0.252914
1_1,Constant Potential,6087,0.199887,0.199887,-0.000850586,0,-0.00229837,0.25533
1_1,Constant Potential,6147,0.199903,0.199903,-0.00116688,0,-0.00231518,0.257798
1_1,Constant Potential,6210,0.199909,0.199909,-0.0021223,0,-0.00234396,0.260513
1_1,Constant Potential,6270,0.1999,0.1999,-0.000927871,0,-0.00236938,0.263072
1_1,Constant Potential,6330,0.199924,0.199924,-0.00114988,0,-0.00238669,0.265381
1_1,Constant Potential,6390,0.199919,0.199919,-0.00123188,0,-0.00240654,0.267676
1_1,Constant Potential,6450,0.199903,0.199903,-0.00170839,0,-0.00243104,0.270083
1_1,Constant Potential,6510,0.199923,0.199923,-0.00109192,0,-0.00245438,0.272328
1_1,Constant Potential,6570,0.199909,0.199909,-0.00110463,0,-0.00247268,0.274608
1_1,Constant Potential,6630,0.199912,0.199912,-0.000846714,0,-0.00248894,0.276845
1_1,Constant Potential,6690,0.199943,0.199943,-0.000915555,0,-0.00250363,0.279066
1_1,Constant Potential,6750,0.199927,0.199927,-0.000841488,0,-0.00251827,0.281404
1_1,Constant Potential,6811,0.199945,0.199945,-0.0012327,0,-0.00253584,0.283708
1_1,Constant Potential,6871,0.19992,0.19992,-0.000473587,0,-0.00255006,0.285834
1_1,Constant Potential,6931,0.199911,0.199911,-0.0017461,0,-0.00256856,0.288105
1_1,Constant Potential,6991,0.199916,0.199916,-0.00132991,0,-0.00259419,0.290239
1_1,Constant Potential,7051,0.199943,0.199943,-0.000966713,0,-0.00261333,0.292374
1_1,Constant Potential,7112,0.19989,0.19989,-0.00124322,0,-0.00263206,0.294559
1_1,Constant Potential,7172,0.199918,0.199918,-0.000854147,0,-0.00264953,0.296567
1_1,Constant Potential,7232,0.19991,0.19991,-0.00059527,0,-0.00266161,0.298646
1_1,Constant Potential,7293,0.199899,0.199899,-0.000652706,0,-0.00267218,0.300725
1_1,Constant Potential,7353,0.199922,0.199922,-0.00078556,0,-0.00268417,0.302796
1_1,Constant Potential,7413,0.199946,0.199946,-0.0024923,0,-0.00271149,0.304967
1_1,Constant Potential,7473,0.199898,0.199898,-0.00123416,0,-0.00274254,0.306905
1_1,Constant Potential,7534,0.199915,0.199915,-0.00102915,0,-0.00276171,0.308951
1_1,Constant Potential,7596,0.199918,0.199918,-0.000451971,0,-0.00277447,0.310884
1_1,Constant Potential,7656,0.199911,0.199911,-0.000528049,0,-0.00278264,0.312742
1_1,Constant Potential,7716,0.199902,0.199902,-0.001466,0,-0.00279925,0.314863
1_1,Constant Potential,7776,0.199905,0.199905,-0.000518997,0,-0.00281579,0.316606
1_1,Constant Potential,7836,0.199909,0.199909,-0.000682883,0,-0.00282581,0.318418
1_1,Constant Potential,7896,0.19991,0.19991,-0.000829865,0,-0.00283842,0.32027
1_1,Constant Potential,7957,0.199903,0.199903,-0.000884982,0,-0.00285294,0.322063
1_1,Constant Potential,8019,0.199903,0.199903,-0.00127534,0,-0.00287155,0.323861
1_1,Constant Potential,8079,0.199896,0.199896,-0.000432837,0,-0.00288578,0.325571
1_1,Constant Potential,8141,0.199882,0.199882,-0.00115433,0,-0.00289945,0.327656
1_1,Constant Potential,8203,0.199887,0.199887,-0.0013131,0,-0.0029207,0.329815
1_1,Constant Potential,8263,0.199908,0.199908,-0.000730137,0,-0.00293772,0.331537
1_1,Constant Potential,8323,0.19988,0.19988,-0.00119918,0,-0.0029538,0.333099
1_1,Constant Potential,8385,0.199886,0.199886,-0.000691442,0,-0.00297008,0.334588
1_1,Constant Potential,8445,0.19991,0.19991,-0.000301732,0,-0.00297836,0.335874
1_1,Constant Potential,8505,0.199917,0.199917,-0.000826516,0,-0.00298776,0.337345
1_1,Constant Potential,8565,0.199912,0.199912,-0.00106589,0,-0.00300353,0.338662
1_1,Constant Potential,8625,0.19987,0.19987,-0.000426975,0,-0.00301597,0.340114
1_1,Constant Potential,8685,0.199906,0.199906,-0.00101917,0,-0.00302802,0.341331
1_1,Constant Potential,8748,0.199921,0.199921,-0.000903307,0,-0.00304484,0.342561
1_1,Constant Potential,8808,0.199929,0.199929,-0.00047341,0,-0.00305632,0.343705
1_1,Constant Potential,8868,0.199913,0.199913,-0.001142,0,-0.00306978,0.344821
1_1,Constant Potential,8928,0.199933,0.199933,-0.00104387,0,-0.00308799,0.345961
1_1,Constant Potential,8988,0.199913,0.199913,-0.00104544,0,-0.00310541,0.347309
1_1,Constant Potential,9050,0.199893,0.199893,-0.00100491,0,-0.00312306,0.348363
1_1,Constant Potential,9110,0.199915,0.199915,-0.000617209,0,-0.00313658,0.349338
1_1,Constant Potential,9170,0.199913,0.199913,-0.000681936,0,-0.0031474,0.350445
1_1,Constant Potential,9230,0.199908,0.199908,-0.00106109,0,-0.00316193,0.35145
1_1,Constant Potential,9290,0.199894,0.199894,-0.00121907,0,-0.00318093,0.352459
1_1,Constant Potential,9350,0.199913,0.199913,-0.000676876,0,-0.00319673,0.353313
1_1,Constant Potential,9410,0.199927,0.199927,-0.000928655,0,-0.00321011,0.354142
1_1,Constant Potential,9470,0.199906,0.199906,-0.000884342,0,-0.00322522,0.355099
1_1,Constant Potential,9530,0.199902,0.199902,-0.00105049,0,-0.00324134,0.355942
1_1,Constant Potential,9590,0.199921,0.199921,-0.00053407,0,-0.00325455,0.356721
1_1,Constant Potential,9650,0.199929,0.199929,-0.00118237,0,-0.00326885,0.357597
1_1,Constant Potential,9710,0.199887,0.199887,-0.000698781,0,-0.00328453,0.35835
1_1,Constant Potential,9770,0.199906,0.199906,-0.000798441,0,-0.003297,0.359091
1_1,Constant Potential,9830,0.199902,0.199902,-0.000868924,0,-0.0033109,0.360064
1_1,Constant Potential,9890,0.199918,0.199918,-0.000421149,0,-0.00332165,0.360586
1_1,Constant Potential,9950,0.1999,0.1999,-0.000453927,0,-0.00332894,0.361205
1_1,Constant Potential,10010,0.199911,0.199911,-0.000582584,0,-0.00333758,0.361811
1_1,Constant Potential,10071,0.199891,0.199891,-0.0013333,0,-0.00335381,0.362503
1_1,Constant Potential,10131,0.199878,0.199878,-0.00153212,0,-0.00337769,0.363187
1_1,Constant Potential,10191,0.199889,0.199889,-0.00127354,0,-0.00340107,0.363639
1_1,Constant Potential,10251,0.199906,0.199906,-0.00095996,0,-0.00341968,0.364223
1_1,Constant Potential,10311,0.199931,0.199931,-0.000933798,0,-0.00343546,0.36488
1_1,Constant Potential,10371,0.19991,0.19991,-0.000610377,0,-0.00344833,0.365343
1_1,Constant Potential,10432,0.199898,0.199898,-0.000632793,0,-0.00345886,0.365887
1_1,Constant Potential,10492,0.199904,0.199904,-0.000220561,0,-0.00346598,0.366458
1_1,Constant Potential,10552,0.199921,0.199921,-0.00104028,0,-0.00347648,0.367295
1_1,Constant Potential,10612,0.19992,0.19992,-0.000596785,0,-0.00349012,0.367744
1_1,Constant Potential,10672,0.199932,0.199932,-0.0008468,0,-0.00350215,0.368143
1_1,Constant Potential,10732,0.199943,0.199943,-0.00123631,0,-0.00351951,0.36861
1_1,Constant Potential,10794,0.199955,0.199955,-0.00091678,0,-0.00353805,0.368916
1_1,Constant Potential,10854,0.199935,0.199935,0.000201782,0,-0.00354401,0.369276
1_1,Constant Potential,10914,0.199935,0.199935,-0.000822853,0,-0.00354919,0.369756
1_1,Constant Potential,10974,0.199926,0.199926,-0.000167463,0,-0.00355744,0.370094
1_1,Constant Potential,11034,0.199936,0.199936,-0.000671626,0,-0.00356443,0.37056
1_1,Constant Potential,11094,0.199907,0.199907,-0.000620921,0,-0.0035752,0.37089
1_1,Constant Potential,11154,0.199906,0.199906,-0.00036466,0,-0.00358342,0.37127
1_1,Constant Potential,11214,0.19989,0.19989,-0.000504639,0,-0.00359066,0.371704
1_1,Constant Potential,11276,0.199904,0.199904,-0.000658292,0,-0.00360068,0.372273
1_1,Constant Potential,11338,0.199904,0.199904,-0.000512876,0,-0.00361076,0.372593
1_1,Constant Potential,11398,0.199897,0.199897,-0.000407477,0,-0.00361843,0.372858
1_1,Constant Potential,11458,0.199913,0.199913,-0.000684073,0,-0.00362753,0.373216
1_1,Constant Potential,11518,0.199916,0.199916,-0.000653857,0,-0.00363868,0.37359
1_1,Constant Potential,11578,0.199905,0.199905,-0.000816165,0,-0.00365093,0.373866
1_1,Constant Potential,11638,0.199917,0.199917,-0.00124479,0,-0.0036681,0.374185
1_1,Constant Potential,11698,0.199926,0.199926,-0.000724076,0,-0.00368451,0.374402
1_1,Constant Potential,11758,0.199933,0.199933,-0.000516821,0,-0.00369485,0.374733
1_1,Constant Potential,11820,0.199907,0.199907,-0.00138054,0,-0.00371119,0.375258
1_1,Constant Potential,11880,0.199917,0.199917,-0.000523399,0,-0.00372705,0.375353
1_1,Constant Potential,11940,0.199925,0.199925,-0.000196544,0,-0.00373305,0.375658
1_1,Constant Potential,12000,0.19993,0.19993,-0.000771802,0,-0.00374112,0.375934
1_1,Constant Potential,12060,0.199915,0.199915,-0.000488273,0,-0.00375162,0.376124
1_1,Constant Potential,12120,0.199923,0.199923,-0.00039759,0,-0.00375901,0.376339
1_1,Constant Potential,12180,0.199927,0.199927,-0.000594937,0,-0.00376728,0.376559
1_1,Constant Potential,12240,0.19993,0.19993,-0.00120892,0,-0.00378231,0.376794
1_1,Constant Potential,12300,0.199923,0.199923,-0.00226592,0,-0.00381127,0.377204
1_1,Constant Potential,12360,0.199909,0.199909,-0.00115055,0,-0.00383974,0.377256
1_1,Constant Potential,12420,0.199908,0.199908,-0.000909328,0,-0.0038569,0.377414
1_1,Constant Potential,12480,0.199895,0.199895,-0.000327663,0,-0.00386721,0.377562
1_1,Constant Potential,12540,0.199906,0.199906,-0.000871681,0,-0.0038772,0.377781
1_1,Constant Potential,12600,0.199904,0.199904,-0.000902441,0,-0.00389199,0.378029
1_1,Constant Potential,12660,0.199896,0.199896,-0.000836434,0,-0.00390648,0.378205
1_1,Constant Potential,12720,0.199921,0.199921,-0.000653477,0,-0.0039189,0.37826
1_1,Constant Potential,12781,0.199928,0.199928,-0.000645671,0,-0.0039299,0.378501
1_1,Constant Potential,12842,0.199918,0.199918,-0.000680083,0,-0.00394113,0.378597
1_1,Constant Potential,12902,0.199929,0.199929,-0.000677577,0,-0.00395245,0.378684
1_1,Constant Potential,12962,0.19993,0.19993,-7.93E-05,0,-0.00395876,0.3788
1_1,Constant Potential,13022,0.199925,0.199925,-0.000436685,0,-0.00396306,0.37896
1_1,Constant Potential,13082,0.199915,0.199915,-0.000499218,0,-0.00397086,0.378984
1_1,Constant Potential,13142,0.199923,0.199923,-0.000950667,0,-0.00398294,0.379144
1_1,Constant Potential,13202,0.199883,0.199883,-0.00098203,0,-0.00399904,0.379287
1_1,Constant Potential,13262,0.199927,0.199927,-0.000395222,0,-0.00401052,0.379328
1_1,Constant Potential,13322,0.199896,0.199896,-0.000257649,0,-0.00401596,0.379343
1_1,Constant Potential,13382,0.199922,0.199922,-0.000411943,0,-0.00402154,0.37952
1_1,Constant Potential,13442,0.199896,0.199896,-0.00137639,0,-0.00403644,0.379643
1_1,Constant Potential,13502,0.199892,0.199892,-0.00116856,0,-0.00405765,0.379604
1_1,Constant Potential,13562,0.199894,0.199894,-0.00110553,0,-0.0040766,0.379554
1_1,Constant Potential,13622,0.199905,0.199905,-0.00109118,0,-0.00409491,0.382207
1_1,Constant Potential,13682,0.199921,0.199921,-0.00153865,0,-0.00411682,0.380758
1_1,Constant Potential,13742,0.199923,0.199923,-0.0016504,0,-0.0041434,0.381648
1_1,Constant Potential,13803,0.199926,0.199926,-0.000415849,0,-0.0041609,0.382511
1_1,Constant Potential,13863,0.199907,0.199907,-0.000572677,0,-0.00416914,0.38175
1_1,Constant Potential,13923,0.1999,0.1999,-0.00103619,0,-0.00418255,0.380879
1_1,Constant Potential,13984,0.199926,0.199926,-0.00092503,0,-0.00419917,0.380402
1_1,Constant Potential,14044,0.199912,0.199912,-0.000707896,0,-0.00421277,0.380225
1_1,Constant Potential,14104,0.199926,0.199926,0.000111397,0,-0.00421774,0.380128
1_1,Constant Potential,14165,0.199909,0.199909,-0.000926227,0,-0.00422465,0.380213
1_1,Constant Potential,14225,0.199926,0.199926,-0.000520746,0,-0.00423671,0.38025
1_1,Constant Potential,14285,0.199904,0.199904,-0.00115959,0,-0.00425071,0.380381
1_1,Constant Potential,14345,0.199909,0.199909,-0.000762339,0,-0.00426672,0.380447
1_1,Constant Potential,14407,0.199917,0.199917,3.90E-05,0,-0.00427295,0.380579
1_1,Constant Potential,14467,0.199864,0.199864,-0.000708745,0,-0.00427854,0.380538
1_1,Constant Potential,14527,0.199886,0.199886,-0.000415051,0,-0.0042879,0.380519
1_1,Constant Potential,14587,0.199907,0.199907,-0.00105087,0,-0.00430012,0.380608
1_1,Constant Potential,14647,0.199907,0.199907,-0.000284901,0,-0.00431125,0.380544
1_1,Constant Potential,14707,0.199891,0.199891,-0.000777662,0,-0.0043201,0.3805
1_1,Constant Potential,14767,0.199903,0.199903,-0.000404959,0,-0.00432996,0.380685
1_1,Constant Potential,14827,0.199908,0.199908,-6.63E-05,0,-0.00433388,0.380952
1_1,Constant Potential,14887,0.199898,0.199898,-0.000350946,0,-0.00433736,0.381565
1_1,Constant Potential,14947,0.199932,0.199932,-0.000732732,0,-0.00434639,0.381038
1_1,Constant Potential,15008,0.199904,0.199904,-0.000384072,0,-0.00435585,0.381258
1_1,Constant Potential,15070,0.199887,0.199887,-0.000768459,0,-0.00436578,0.380782
1_1,Constant Potential,15130,0.199898,0.199898,-0.000855442,0,-0.00437931,0.380827
1_1,Constant Potential,15192,0.199885,0.199885,-0.00108807,0,-0.00439605,0.380755
1_1,Constant Potential,15252,0.199895,0.199895,-0.000691221,0,-0.00441087,0.380815
1_1,Constant Potential,15312,0.199895,0.199895,-0.000673057,0,-0.00442224,0.380625
1_1,Constant Potential,15372,0.199915,0.199915,-0.00078148,0,-0.00443436,0.38058
1_1,Constant Potential,15432,0.199931,0.199931,-0.00025208,0,-0.00444298,0.380562
1_1,Constant Potential,15492,0.199909,0.199909,-0.000601284,0,-0.00445009,0.380749
1_1,Constant Potential,15554,0.199929,0.199929,-0.000691935,0,-0.00446122,0.380756
1_1,Constant Potential,15614,0.199905,0.199905,-0.000725119,0,-0.00447303,0.3835
1_1,Constant Potential,15674,0.199919,0.199919,-0.000450035,0,-0.00448283,0.383571
1_1,Constant Potential,15735,0.199907,0.199907,-0.000931594,0,-0.00449453,0.38123
1_1,Constant Potential,15795,0.199924,0.199924,-0.00078519,0,-0.00450884,0.380747
1_1,Constant Potential,15855,0.199927,0.199927,-0.000519886,0,-0.00451971,0.3806
1_1,Constant Potential,15915,0.19991,0.19991,-0.000322762,0,-0.00452674,0.380581
1_1,Constant Potential,15977,0.199903,0.199903,-0.000510574,0,-0.00453391,0.380746
1_1,Constant Potential,16037,0.199875,0.199875,-0.000422417,0,-0.00454169,0.38153
1_1,Constant Potential,16097,0.199904,0.199904,-0.00146442,0,-0.00455741,0.380988
1_1,Constant Potential,16157,0.199902,0.199902,-0.000573041,0,-0.00457439,0.380815
1_1,Constant Potential,16219,0.199891,0.199891,-0.000503281,0,-0.00458366,0.380843
1_1,Constant Potential,16279,0.199902,0.199902,-0.000904673,0,-0.00459539,0.38073
1_1,Constant Potential,16339,0.199894,0.199894,-0.000694013,0,-0.00460871,0.3808
1_1,Constant Potential,16400,0.199916,0.199916,-0.000734485,0,-0.00462082,0.380867
1_1,Constant Potential,16460,0.199903,0.199903,-0.000780154,0,-0.00463344,0.380725
1_1,Constant Potential,16520,0.199907,0.199907,-0.000848996,0,-0.00464701,0.380814
1_1,Constant Potential,16580,0.199906,0.199906,-0.000161864,0,-0.00465544,0.380797
1_1,Constant Potential,16640,0.199917,0.199917,-0.0010488,0,-0.00466553,0.380864
1_1,Constant Potential,16701,0.19988,0.19988,-0.00113816,0,-0.00468405,0.380754
1_1,Constant Potential,16761,0.199906,0.199906,-0.000422739,0,-0.00469706,0.380667
1_1,Constant Potential,16821,0.199911,0.199911,-0.00051931,0,-0.00470491,0.380789
1_1,Constant Potential,16881,0.19989,0.19989,-0.000696563,0,-0.00471504,0.380689
1_1,Constant Potential,16941,0.199919,0.199919,-0.000851994,0,-0.00472795,0.380858
1_1,Constant Potential,17001,0.199912,0.199912,-0.00211062,0,-0.00475264,0.380606
1_1,Constant Potential,17061,0.199905,0.199905,-0.0010685,0,-0.00477913,0.380369
1_1,Constant Potential,17121,0.199927,0.199927,-0.000703691,0,-0.0047939,0.380267
1_1,Constant Potential,17181,0.199911,0.199911,-0.000813147,0,-0.00480654,0.380264
1_1,Constant Potential,17241,0.1999,0.1999,-0.000461562,0,-0.00481716,0.380159
1_1,Constant Potential,17301,0.199913,0.199913,-0.000775803,0,-0.00482747,0.380169
1_1,Constant Potential,17361,0.199925,0.199925,-0.000607284,0,-0.004839,0.380108
1_1,Constant Potential,17421,0.199918,0.199918,-0.000274555,0,-0.00484635,0.380085
1_1,Constant Potential,17483,0.199922,0.199922,-0.000197408,0,-0.00485041,0.379908
1_1,Constant Potential,17543,0.199905,0.199905,-0.000258455,0,-0.00485421,0.379826
1_1,Constant Potential,17603,0.199899,0.199899,-0.000565246,0,-0.00486107,0.379841
1_1,Constant Potential,17663,0.199887,0.199887,-0.000668901,0,-0.00487136,0.379926
1_1,Constant Potential,17725,0.19989,0.19989,-0.000472312,0,-0.00488119,0.379897
1_1,Constant Potential,17785,0.199922,0.199922,-0.000121521,0,-0.00488613,0.379785
1_1,Constant Potential,17845,0.199899,0.199899,-0.000444006,0,-0.00489085,0.379905
1_1,Constant Potential,17907,0.1999,0.1999,-0.000684828,0,-0.00490057,0.379836
1_1,Constant Potential,17967,0.199903,0.199903,0.000152745,0,-0.004905,0.380094
1_1,Constant Potential,18027,0.199911,0.199911,-0.000910029,0,-0.00491131,0.379831
1_1,Constant Potential,18087,0.199912,0.199912,-0.000670112,0,-0.00492448,0.3798
1_1,Constant Potential,18147,0.199923,0.199923,0.000341235,0,-0.00492722,0.379778
1_1,Constant Potential,18207,0.19992,0.19992,-0.000465423,0,-0.00492826,0.379699
1_1,Constant Potential,18267,0.199944,0.199944,-0.000464678,0,-0.00493601,0.379873
1_1,Constant Potential,18327,0.199914,0.199914,-0.000337083,0,-0.00494269,0.379786
1_1,Constant Potential,18387,0.199898,0.199898,-0.000852881,0,-0.0049526,0.379813
1_1,Constant Potential,18447,0.199916,0.199916,-0.0002324,0,-0.00496165,0.379701
1_1,Constant Potential,18507,0.199899,0.199899,-0.000500076,0,-0.00496775,0.379476
