Step number,Step name,Elapsed Time (s),Working Electrode (V),Working Electrode vs. NHE (V),Current (mA),Current Density (mA/cm≤),Cumulative Charge (mAh),Counter Electrode (V)
1_1,Constant Potential,1619.99,0.200379,0.200379,-0.000169937,0,-2.22E-05,0.299312
1_1,Constant Potential,1679.99,0.200422,0.200422,-0.000118885,0,-2.46E-05,0.299472
1_1,Constant Potential,1739.99,0.200427,0.200427,-0.000126279,0,-2.67E-05,0.29953
1_1,Constant Potential,1799.99,0.200442,0.200442,-4.34E-05,0,-2.81E-05,0.299684
1_1,Constant Potential,1859.99,0.200454,0.200454,-2.12E-05,0,-2.86E-05,0.299831
1_1,Constant Potential,1919.99,0.200377,0.200377,-3.01E-05,0,-2.90E-05,0.299979
1_1,Constant Potential,1979.99,0.200306,0.200306,-8.36E-05,0,-3.00E-05,0.300453
1_1,Constant Potential,2039.99,0.200422,0.200422,-2.38E-05,0,-3.09E-05,0.30043
1_1,Constant Potential,2099.99,0.20038,0.20038,-7.80E-05,0,-3.17E-05,0.300308
1_1,Constant Potential,2159.99,0.200406,0.200406,-5.08E-05,0,-3.28E-05,0.300212
1_1,Constant Potential,2219.99,0.200399,0.200399,-5.93E-05,0,-3.37E-05,0.300224
1_1,Constant Potential,2279.99,0.200399,0.200399,-1.26E-05,0,-3.43E-05,0.300162
1_1,Constant Potential,2339.99,0.200469,0.200469,-0.000118149,0,-3.54E-05,0.299991
1_1,Constant Potential,2399.99,0.200431,0.200431,-5.93E-05,0,-3.69E-05,0.300296
1_1,Constant Potential,2459.99,0.200458,0.200458,-0.000187497,0,-3.89E-05,0.300605
1_1,Constant Potential,2519.99,0.200425,0.200425,-3.88E-05,0,-4.08E-05,0.300551
1_1,Constant Potential,2579.99,0.200432,0.200432,-9.64E-07,0,-4.12E-05,0.300367
1_1,Constant Potential,2639.99,0.200407,0.200407,-0.000127683,0,-4.22E-05,0.300331
1_1,Constant Potential,2699.99,0.200366,0.200366,-0.000129577,0,-4.44E-05,0.300437
1_1,Constant Potential,2759.99,0.20042,0.20042,3.68E-05,0,-4.51E-05,0.300463
1_1,Constant Potential,2819.99,0.200446,0.200446,-0.000116736,0,-4.58E-05,0.300482
1_1,Constant Potential,2879.99,0.200409,0.200409,-0.000162497,0,-4.81E-05,0.300422
1_1,Constant Potential,2939.99,0.200441,0.200441,7.89E-05,0,-4.88E-05,0.300177
1_1,Constant Potential,2999.99,0.200441,0.200441,4.09E-05,0,-4.78E-05,0.300339
1_1,Constant Potential,3059.99,0.200366,0.200366,-9.75E-05,0,-4.83E-05,0.300807
1_1,Constant Potential,3119.99,0.200451,0.200451,-0.000118276,0,-5.01E-05,0.301109
1_1,Constant Potential,3179.99,0.200392,0.200392,-4.83E-05,0,-5.15E-05,0.30104
1_1,Constant Potential,3239.99,0.200397,0.200397,-2.23E-05,0,-5.21E-05,0.300883
1_1,Constant Potential,3299.99,0.200354,0.200354,-3.03E-05,0,-5.25E-05,0.30087
1_1,Constant Potential,3359.99,0.200409,0.200409,-4.56E-05,0,-5.32E-05,0.300864
1_1,Constant Potential,3419.99,0.20038,0.20038,-0.000179399,0,-5.50E-05,0.30102
1_1,Constant Potential,3479.99,0.200346,0.200346,-0.000119447,0,-5.75E-05,0.301424
1_1,Constant Potential,3539.99,0.200362,0.200362,-0.000106713,0,-5.94E-05,0.301897
1_1,Constant Potential,3599.99,0.200362,0.200362,-0.000116369,0,-6.13E-05,0.301914
1_1,Constant Potential,3659.99,0.200434,0.200434,-1.28E-05,0,-6.23E-05,0.302077
1_1,Constant Potential,3719.99,0.200354,0.200354,5.55E-05,0,-6.20E-05,0.302633
1_1,Constant Potential,3779.99,0.200411,0.200411,-5.82E-06,0,-6.16E-05,0.30272
1_1,Constant Potential,3839.99,0.200344,0.200344,-0.000110095,0,-6.25E-05,0.302626
1_1,Constant Potential,3899.99,0.200374,0.200374,-0.000102384,0,-6.43E-05,0.302257
1_1,Constant Potential,3959.99,0.200306,0.200306,-2.96E-05,0,-6.54E-05,0.302369
1_1,Constant Potential,4019.99,0.200365,0.200365,-6.37E-05,0,-6.62E-05,0.302102
1_1,Constant Potential,4079.99,0.200435,0.200435,-0.000133274,0,-6.78E-05,0.302277
1_1,Constant Potential,4139.99,0.200465,0.200465,8.65E-06,0,-6.89E-05,0.30226
1_1,Constant Potential,4199.99,0.200499,0.200499,-8.43E-05,0,-6.95E-05,0.302279
1_1,Constant Potential,4259.99,0.200377,0.200377,-2.00E-05,0,-7.04E-05,0.302661
1_1,Constant Potential,4319.99,0.200431,0.200431,-7.57E-05,0,-7.12E-05,0.302901
1_1,Constant Potential,4379.99,0.200474,0.200474,-4.11E-05,0,-7.21E-05,0.302837
1_1,Constant Potential,4439.99,0.20056,0.20056,-0.000101491,0,-7.33E-05,0.302558
1_1,Constant Potential,4499.99,0.200471,0.200471,3.51E-05,0,-7.39E-05,0.302529
1_1,Constant Potential,4559.99,0.200413,0.200413,-6.35E-05,0,-7.41E-05,0.302729
1_1,Constant Potential,4619.99,0.200424,0.200424,-0.00011637,0,-7.56E-05,0.302815
1_1,Constant Potential,4679.99,0.200415,0.200415,-0.000165634,0,-7.80E-05,0.303175
1_1,Constant Potential,4739.99,0.20042,0.20042,-0.000107706,0,-8.02E-05,0.30327
1_1,Constant Potential,4799.99,0.200406,0.200406,-9.98E-05,0,-8.20E-05,0.303428
1_1,Constant Potential,4859.99,0.200419,0.200419,-0.000152148,0,-8.41E-05,0.303955
1_1,Constant Potential,4919.99,0.200446,0.200446,1.34E-05,0,-8.52E-05,0.303862
1_1,Constant Potential,4979.99,0.200406,0.200406,-5.77E-05,0,-8.56E-05,0.303683
1_1,Constant Potential,5039.99,0.200423,0.200423,-1.89E-05,0,-8.62E-05,0.303662
1_1,Constant Potential,5099.99,0.200488,0.200488,-4.07E-05,0,-8.67E-05,0.303471
1_1,Constant Potential,5159.99,0.200354,0.200354,-8.26E-05,0,-8.78E-05,0.303537
1_1,Constant Potential,5219.99,0.200401,0.200401,-9.71E-05,0,-8.93E-05,0.30374
1_1,Constant Potential,5279.99,0.200439,0.200439,-9.64E-05,0,-9.09E-05,0.303898
1_1,Constant Potential,5339.99,0.200381,0.200381,-5.48E-05,0,-9.21E-05,0.303741
1_1,Constant Potential,5399.99,0.200446,0.200446,-3.55E-05,0,-9.29E-05,0.303651
1_1,Constant Potential,5459.99,0.200445,0.200445,-7.68E-05,0,-9.38E-05,0.303694
1_1,Constant Potential,5519.99,0.200426,0.200426,-8.53E-05,0,-9.52E-05,0.304284
1_1,Constant Potential,5579.99,0.200446,0.200446,-0.000150225,0,-9.71E-05,0.304769
1_1,Constant Potential,5639.99,0.200427,0.200427,-3.75E-05,0,-9.87E-05,0.305193
1_1,Constant Potential,5699.99,0.200406,0.200406,-8.80E-05,0,-9.97E-05,0.305361
1_1,Constant Potential,5759.99,0.20041,0.20041,-0.000167746,0,-0.000101868,0.305125
1_1,Constant Potential,5819.99,0.200444,0.200444,-5.79E-05,0,-0.000103748,0.304917
1_1,Constant Potential,5879.99,0.200448,0.200448,-6.62E-05,0,-0.000104782,0.304646
1_1,Constant Potential,5939.99,0.200576,0.200576,-0.000104364,0,-0.000106203,0.304403
1_1,Constant Potential,5999.99,0.200402,0.200402,0.000106408,0,-0.000106186,0.304571
1_1,Constant Potential,6059.99,0.200366,0.200366,-0.000116152,0,-0.000106267,0.304758
1_1,Constant Potential,6119.99,0.200442,0.200442,-5.34E-05,0,-0.00010768,0.304877
1_1,Constant Potential,6179.99,0.200425,0.200425,-7.45E-05,0,-0.000108746,0.305054
1_1,Constant Potential,6239.99,0.200455,0.200455,-7.08E-05,0,-0.000109956,0.305385
1_1,Constant Potential,6299.99,0.200444,0.200444,-6.29E-05,0,-0.000111071,0.305575
1_1,Constant Potential,6359.99,0.200426,0.200426,-1.45E-05,0,-0.000111715,0.306166
1_1,Constant Potential,6419.99,0.200447,0.200447,-6.79E-05,0,-0.000112402,0.306153
1_1,Constant Potential,6479.99,0.20043,0.20043,-2.08E-05,0,-0.000113141,0.306223
1_1,Constant Potential,6539.99,0.200441,0.200441,-2.99E-05,0,-0.000113564,0.306386
1_1,Constant Potential,6599.99,0.200463,0.200463,-0.000102017,0,-0.000114663,0.306917
1_1,Constant Potential,6659.99,0.200412,0.200412,-0.000191421,0,-0.000117109,0.3068
1_1,Constant Potential,6719.99,0.200407,0.200407,-4.66E-05,0,-0.000119093,0.306599
1_1,Constant Potential,6779.99,0.200407,0.200407,-2.93E-05,0,-0.000119726,0.306515
1_1,Constant Potential,6839.99,0.200445,0.200445,5.94E-05,0,-0.000119474,0.306269
1_1,Constant Potential,6899.99,0.200364,0.200364,3.32E-05,0,-0.000118702,0.304882
1_1,Constant Potential,6959.99,0.200459,0.200459,-5.88E-05,0,-0.000118916,0.305035
1_1,Constant Potential,7019.99,0.200393,0.200393,-5.36E-05,0,-0.000119852,0.304894
1_1,Constant Potential,7079.99,0.200364,0.200364,-6.22E-05,0,-0.000120817,0.304796
1_1,Constant Potential,7139.99,0.200438,0.200438,-3.72E-05,0,-0.000121646,0.304788
1_1,Constant Potential,7199.99,0.200582,0.200582,-4.53E-05,0,-0.000122333,0.304715
1_1,Constant Potential,7259.99,0.200388,0.200388,-0.000104177,0,-0.000123578,0.30495
1_1,Constant Potential,7319.99,0.200428,0.200428,1.40E-05,0,-0.00012433,0.305038
1_1,Constant Potential,7379.99,0.20046,0.20046,-4.39E-05,0,-0.000124579,0.305051
1_1,Constant Potential,7439.99,0.200405,0.200405,-7.29E-05,0,-0.000125553,0.30525
1_1,Constant Potential,7499.99,0.200407,0.200407,-0.00010909,0,-0.00012707,0.305204
1_1,Constant Potential,7559.99,0.200441,0.200441,-7.09E-05,0,-0.00012857,0.305178
1_1,Constant Potential,7619.99,0.20044,0.20044,-3.11E-05,0,-0.00012942,0.305279
1_1,Constant Potential,7679.99,0.200401,0.200401,-0.000100881,0,-0.000130519,0.305124
1_1,Constant Potential,7739.99,0.200439,0.200439,-9.22E-05,0,-0.000132129,0.30531
1_1,Constant Potential,7799.99,0.200387,0.200387,-6.38E-06,0,-0.00013295,0.305388
1_1,Constant Potential,7859.99,0.200382,0.200382,-2.20E-05,0,-0.000133187,0.305536
1_1,Constant Potential,7919.99,0.200451,0.200451,-1.98E-05,0,-0.000133535,0.305531
1_1,Constant Potential,7979.99,0.200458,0.200458,-0.000119499,0,-0.000134695,0.305517
1_1,Constant Potential,8039.99,0.200439,0.200439,-0.000116378,0,-0.000136661,0.305462
1_1,Constant Potential,8099.99,0.200441,0.200441,1.42E-05,0,-0.000137512,0.30556
1_1,Constant Potential,8159.99,0.200448,0.200448,-8.75E-05,0,-0.000138123,0.305708
1_1,Constant Potential,8219.99,0.20042,0.20042,-1.56E-05,0,-0.000138983,0.305889
1_1,Constant Potential,8279.99,0.200357,0.200357,-9.43E-05,0,-0.000139899,0.306224
1_1,Constant Potential,8339.99,0.200446,0.200446,-9.04E-05,0,-0.000141438,0.306442
1_1,Constant Potential,8399.99,0.200429,0.200429,-0.000106214,0,-0.000143077,0.306407
1_1,Constant Potential,8459.99,0.200459,0.200459,-0.000193493,0,-0.000145574,0.306605
1_1,Constant Potential,8519.99,0.200474,0.200474,-0.000106663,0,-0.000148076,0.306644
1_1,Constant Potential,8579.99,0.200394,0.200394,6.48E-06,0,-0.000148911,0.306579
1_1,Constant Potential,8639.99,0.200452,0.200452,-0.000149723,0,-0.000150104,0.30665
1_1,Constant Potential,8699.99,0.200411,0.200411,-1.85E-05,0,-0.000151506,0.306619
1_1,Constant Potential,8759.99,0.200306,0.200306,-0.000123157,0,-0.000152687,0.30658
1_1,Constant Potential,8819.99,0.20035,0.20035,-2.65E-05,0,-0.000153934,0.306705
1_1,Constant Potential,8879.99,0.200438,0.200438,-7.30E-05,0,-0.000154762,0.306426
1_1,Constant Potential,8939.99,0.200416,0.200416,-4.81E-05,0,-0.000155771,0.306425
1_1,Constant Potential,8999.99,0.200391,0.200391,1.45E-05,0,-0.000156051,0.306139
1_1,Constant Potential,9059.99,0.20039,0.20039,1.61E-05,0,-0.000155796,0.305463
1_1,Constant Potential,9119.99,0.200496,0.200496,0.000146491,0,-0.000154441,0.304564
1_1,Constant Potential,9179.99,0.200383,0.200383,0.000311898,0,-0.000150621,0.303638
1_1,Constant Potential,9239.99,0.200403,0.200403,0.000302679,0,-0.000145499,0.302085
1_1,Constant Potential,9299.99,0.200379,0.200379,-3.27E-06,0,-0.000143004,0.301465
1_1,Constant Potential,9359.99,0.200396,0.200396,-9.89E-05,0,-0.000143856,0.301744
1_1,Constant Potential,9419.99,0.200387,0.200387,-7.01E-05,0,-0.000145264,0.301877
1_1,Constant Potential,9479.99,0.200422,0.200422,7.41E-05,0,-0.00014523,0.302167
1_1,Constant Potential,9539.99,0.200426,0.200426,-7.47E-05,0,-0.000145235,0.302606
1_1,Constant Potential,9599.99,0.200369,0.200369,6.56E-05,0,-0.000145311,0.302945
1_1,Constant Potential,9659.99,0.200355,0.200355,-9.60E-05,0,-0.000145565,0.303157
1_1,Constant Potential,9719.99,0.200447,0.200447,-8.01E-05,0,-0.000147032,0.30372
1_1,Constant Potential,9779.99,0.200414,0.200414,-6.30E-05,0,-0.000148225,0.304198
1_1,Constant Potential,9839.99,0.200441,0.200441,1.28E-05,0,-0.000148643,0.304323
1_1,Constant Potential,9899.99,0.200451,0.200451,-3.52E-06,0,-0.000148565,0.304747
1_1,Constant Potential,9959.99,0.200438,0.200438,-1.77E-06,0,-0.000148609,0.304915
1_1,Constant Potential,10020,0.200463,0.200463,-5.34E-05,0,-0.000149069,0.305082
1_1,Constant Potential,10080,0.200399,0.200399,-9.80E-05,0,-0.00015033,0.305264
1_1,Constant Potential,10140,0.20044,0.20044,2.63E-05,0,-0.000150928,0.305319
1_1,Constant Potential,10200,0.200412,0.200412,-8.06E-05,0,-0.000151381,0.305575
1_1,Constant Potential,10260,0.200374,0.200374,-7.88E-05,0,-0.000152709,0.305913
1_1,Constant Potential,10320,0.200427,0.200427,-6.09E-05,0,-0.000153873,0.306205
1_1,Constant Potential,10380,0.200405,0.200405,-2.01E-05,0,-0.000154548,0.306442
1_1,Constant Potential,10440,0.200425,0.200425,-0.00010524,0,-0.000155592,0.306835
1_1,Constant Potential,10500,0.200372,0.200372,4.92E-05,0,-0.000156059,0.306804
1_1,Constant Potential,10560,0.200399,0.200399,-0.000122484,0,-0.000156669,0.307111
1_1,Constant Potential,10620,0.200477,0.200477,-7.30E-05,0,-0.000158298,0.3074
1_1,Constant Potential,10680,0.200444,0.200444,-0.00012907,0,-0.000159982,0.307651
1_1,Constant Potential,10740,0.200398,0.200398,-8.67E-05,0,-0.000161781,0.307685
1_1,Constant Potential,10800,0.200408,0.200408,-0.000106937,0,-0.000163395,0.307753
1_1,Constant Potential,10860,0.20037,0.20037,-0.000172164,0,-0.00016572,0.307935
1_1,Constant Potential,10920,0.200419,0.200419,-0.000116547,0,-0.000168126,0.308066
1_1,Constant Potential,10980,0.200383,0.200383,-5.03E-05,0,-0.000169517,0.308233
1_1,Constant Potential,11040,0.200432,0.200432,-9.92E-05,0,-0.000170763,0.308301
1_1,Constant Potential,11100,0.200378,0.200378,-0.000160893,0,-0.00017293,0.30842
1_1,Constant Potential,11160,0.200329,0.200329,-2.28E-05,0,-0.000174461,0.3085
1_1,Constant Potential,11220,0.200442,0.200442,-6.29E-05,0,-0.000175175,0.30857
1_1,Constant Potential,11280,0.200428,0.200428,-8.15E-05,0,-0.000176379,0.308693
1_1,Constant Potential,11340,0.200397,0.200397,-0.000142538,0,-0.000178246,0.308862
1_1,Constant Potential,11400,0.200393,0.200393,-0.000106533,0,-0.000180322,0.308924
1_1,Constant Potential,11460,0.200338,0.200338,-0.000103822,0,-0.000182075,0.3092
1_1,Constant Potential,11520,0.200431,0.200431,-5.14E-05,0,-0.000183368,0.309281
1_1,Constant Potential,11580,0.200423,0.200423,-5.67E-05,0,-0.000184268,0.309291
1_1,Constant Potential,11640,0.200367,0.200367,-0.000121278,0,-0.000185751,0.309054
1_1,Constant Potential,11700,0.200373,0.200373,-6.65E-05,0,-0.000187316,0.308997
1_1,Constant Potential,11760,0.200403,0.200403,-9.29E-05,0,-0.000188645,0.30919
1_1,Constant Potential,11820,0.200433,0.200433,-0.000126636,0,-0.000190474,0.309307
1_1,Constant Potential,11880,0.200384,0.200384,-5.47E-05,0,-0.000191985,0.309289
1_1,Constant Potential,11940,0.200491,0.200491,2.23E-05,0,-0.000192255,0.309195
1_1,Constant Potential,12000,0.200393,0.200393,-0.000115796,0,-0.000193035,0.309156
1_1,Constant Potential,12060,0.20039,0.20039,-9.55E-05,0,-0.000194795,0.309365
1_1,Constant Potential,12120,0.20043,0.20043,-6.45E-05,0,-0.000196128,0.309477
1_1,Constant Potential,12180,0.20044,0.20044,-7.79E-06,0,-0.00019673,0.309441
1_1,Constant Potential,12240,0.200444,0.200444,-0.000127199,0,-0.000197855,0.309751
1_1,Constant Potential,12300,0.200391,0.200391,-4.21E-05,0,-0.000199266,0.309864
1_1,Constant Potential,12360,0.200358,0.200358,-0.000134915,0,-0.000200741,0.310014
1_1,Constant Potential,12420,0.200407,0.200407,-0.000172771,0,-0.000203305,0.309979
1_1,Constant Potential,12480,0.200388,0.200388,-0.000163637,0,-0.000206108,0.310082
1_1,Constant Potential,12540,0.200411,0.200411,-6.38E-05,0,-0.000208003,0.310186
1_1,Constant Potential,12600,0.200358,0.200358,-9.54E-05,0,-0.000209329,0.31016
1_1,Constant Potential,12660,0.200378,0.200378,-1.93E-05,0,-0.000210285,0.310153
1_1,Constant Potential,12720,0.200417,0.200417,-0.000153518,0,-0.000211726,0.310381
1_1,Constant Potential,12780,0.200396,0.200396,-5.00E-05,0,-0.000213422,0.310669
1_1,Constant Potential,12840,0.200408,0.200408,-9.06E-05,0,-0.000214594,0.310884
1_1,Constant Potential,12900,0.20032,0.20032,-0.000175561,0,-0.000216812,0.310983
1_1,Constant Potential,12960,0.200413,0.200413,-3.04E-05,0,-0.000218528,0.310887
1_1,Constant Potential,13020,0.200437,0.200437,2.09E-05,0,-0.000218607,0.310899
1_1,Constant Potential,13080,0.200342,0.200342,-0.00020776,0,-0.000220164,0.31094
1_1,Constant Potential,13140,0.200451,0.200451,-7.50E-05,0,-0.00022252,0.310886
1_1,Constant Potential,13200,0.20044,0.20044,-2.89E-05,0,-0.000223387,0.310935
1_1,Constant Potential,13260,0.200366,0.200366,-7.08E-05,0,-0.000224218,0.310765
1_1,Constant Potential,13320,0.200451,0.200451,-0.00011334,0,-0.000225753,0.310716
1_1,Constant Potential,13380,0.200364,0.200364,-6.32E-05,0,-0.000227224,0.310643
1_1,Constant Potential,13440,0.200431,0.200431,-0.000105577,0,-0.00022863,0.310358
1_1,Constant Potential,13500,0.200396,0.200396,-1.24E-05,0,-0.000229614,0.31038
1_1,Constant Potential,13560,0.200389,0.200389,-0.000155781,0,-0.000231016,0.310368
1_1,Constant Potential,13620,0.200446,0.200446,-5.78E-05,0,-0.000232796,0.310288
1_1,Constant Potential,13680,0.200403,0.200403,-0.00019013,0,-0.000234862,0.3103
1_1,Constant Potential,13740,0.200438,0.200438,-0.000162491,0,-0.0002378,0.310342
1_1,Constant Potential,13800,0.200406,0.200406,-5.80E-05,0,-0.000239637,0.310422
1_1,Constant Potential,13860,0.200408,0.200408,-2.18E-05,0,-0.000240303,0.310569
1_1,Constant Potential,13920,0.200479,0.200479,-9.84E-05,0,-0.000241304,0.310777
1_1,Constant Potential,13980,0.200392,0.200392,-6.11E-05,0,-0.000242634,0.310951
1_1,Constant Potential,14040,0.200445,0.200445,-0.000103749,0,-0.000244008,0.311031
1_1,Constant Potential,14100,0.200359,0.200359,-4.37E-05,0,-0.000245237,0.311259
1_1,Constant Potential,14160,0.200383,0.200383,-0.000119864,0,-0.0002466,0.311268
1_1,Constant Potential,14220,0.200454,0.200454,-7.16E-05,0,-0.000248196,0.311379
1_1,Constant Potential,14280,0.200415,0.200415,4.61E-05,0,-0.000248409,0.311319
1_1,Constant Potential,14340,0.200454,0.200454,-2.56E-05,0,-0.000248238,0.311465
1_1,Constant Potential,14400,0.200383,0.200383,-7.42E-06,0,-0.000248512,0.311494
1_1,Constant Potential,14460,0.200417,0.200417,-8.52E-05,0,-0.000249284,0.311694
1_1,Constant Potential,14520,0.200451,0.200451,-6.67E-05,0,-0.00025055,0.311704
1_1,Constant Potential,14580,0.200383,0.200383,-0.000105348,0,-0.000251984,0.311707
1_1,Constant Potential,14640,0.200435,0.200435,-0.000100087,0,-0.000253696,0.311756
1_1,Constant Potential,14700,0.20042,0.20042,1.15E-06,0,-0.00025452,0.311917
1_1,Constant Potential,14760,0.200408,0.200408,-5.38E-05,0,-0.000254959,0.312031
1_1,Constant Potential,14820,0.200484,0.200484,-4.88E-05,0,-0.000255814,0.311906
1_1,Constant Potential,14880,0.200383,0.200383,-1.98E-05,0,-0.000256386,0.312054
1_1,Constant Potential,14940,0.200484,0.200484,-2.16E-05,0,-0.000256731,0.312119
1_1,Constant Potential,15000,0.200394,0.200394,1.33E-05,0,-0.0002568,0.31212
1_1,Constant Potential,15060,0.200391,0.200391,-0.000132075,0,-0.00025779,0.312091
1_1,Constant Potential,15120,0.200442,0.200442,-8.35E-05,0,-0.000259586,0.31202
1_1,Constant Potential,15180,0.200399,0.200399,2.38E-05,0,-0.000260083,0.312022
1_1,Constant Potential,15240,0.200506,0.200506,-0.000113039,0,-0.000260826,0.312037
1_1,Constant Potential,15300,0.200403,0.200403,-9.04E-05,0,-0.000262521,0.312184
1_1,Constant Potential,15360,0.200419,0.200419,-3.13E-05,0,-0.000263535,0.312098
1_1,Constant Potential,15420,0.200346,0.200346,-0.000139564,0,-0.000264959,0.312352
1_1,Constant Potential,15480,0.200377,0.200377,-0.000103043,0,-0.000266981,0.312419
1_1,Constant Potential,15540,0.200422,0.200422,-9.27E-05,0,-0.000268612,0.312718
1_1,Constant Potential,15600,0.200383,0.200383,-0.000199494,0,-0.000271047,0.312861
1_1,Constant Potential,15660,0.200408,0.200408,-7.37E-05,0,-0.000273324,0.312977
1_1,Constant Potential,15720,0.200452,0.200452,-8.08E-05,0,-0.000274611,0.313225
1_1,Constant Potential,15780,0.200393,0.200393,-4.51E-05,0,-0.000275661,0.313552
1_1,Constant Potential,15840,0.200412,0.200412,-8.53E-05,0,-0.000276747,0.31378
1_1,Constant Potential,15900,0.200446,0.200446,2.05E-05,0,-0.000277287,0.313787
1_1,Constant Potential,15960,0.200215,0.200215,-0.000119544,0,-0.000278112,0.314185
1_1,Constant Potential,16020,0.200457,0.200457,-0.000139989,0,-0.000280275,0.314284
1_1,Constant Potential,16080,0.200383,0.200383,-4.89E-05,0,-0.000281849,0.314665
1_1,Constant Potential,16140,0.200502,0.200502,-4.48E-05,0,-0.00028263,0.314892
1_1,Constant Potential,16200,0.200359,0.200359,-2.10E-05,0,-0.000283178,0.31496
1_1,Constant Potential,16260,0.200447,0.200447,-7.15E-05,0,-0.000283949,0.315054
1_1,Constant Potential,16320,0.200508,0.200508,-0.000129899,0,-0.000285628,0.315165
1_1,Constant Potential,16380,0.200409,0.200409,-4.61E-05,0,-0.000287095,0.315264
1_1,Constant Potential,16440,0.200455,0.200455,-2.40E-06,0,-0.000287499,0.31528
1_1,Constant Potential,16500,0.200364,0.200364,-8.95E-05,0,-0.000288265,0.315269
1_1,Constant Potential,16560,0.20042,0.20042,-0.000119054,0,-0.000290002,0.315471
1_1,Constant Potential,16620,0.20043,0.20043,2.38E-05,0,-0.000290796,0.315642
1_1,Constant Potential,16680,0.200358,0.200358,-3.55E-05,0,-0.000290893,0.315768
1_1,Constant Potential,16740,0.200429,0.200429,3.45E-06,0,-0.000291161,0.315757
1_1,Constant Potential,16800,0.200368,0.200368,-0.000121354,0,-0.000292143,0.31571
1_1,Constant Potential,16860,0.200443,0.200443,-0.000118125,0,-0.000294139,0.31572
1_1,Constant Potential,16920,0.200428,0.200428,-4.77E-05,0,-0.000295521,0.315818
1_1,Constant Potential,16980,0.200396,0.200396,-5.61E-05,0,-0.000296387,0.315894
1_1,Constant Potential,17040,0.200425,0.200425,-0.000173543,0,-0.000298301,0.316102
1_1,Constant Potential,17100,0.200358,0.200358,-0.000165095,0,-0.000301123,0.31606
1_1,Constant Potential,17160,0.20038,0.20038,-0.000125227,0,-0.000303542,0.316099
1_1,Constant Potential,17220,0.200434,0.200434,-0.000112155,0,-0.00030552,0.316264
1_1,Constant Potential,17280,0.20039,0.20039,-0.000105751,0,-0.000307336,0.316219
1_1,Constant Potential,17340,0.200432,0.200432,-0.000121182,0,-0.000309227,0.316116
1_1,Constant Potential,17400,0.200368,0.200368,-2.89E-05,0,-0.000310478,0.315936
1_1,Constant Potential,17460,0.200378,0.200378,-0.000183633,0,-0.000312249,0.315979
1_1,Constant Potential,17520,0.200363,0.200363,2.37E-05,0,-0.000313582,0.315856
1_1,Constant Potential,17580,0.20042,0.20042,-3.12E-05,0,-0.000313644,0.315796
1_1,Constant Potential,17640,0.200428,0.200428,-0.000201885,0,-0.000315586,0.315983
