Step number,Step name,Elapsed Time (s),Working Electrode (V),Working Electrode vs. NHE (V),Current (mA),Current Density (mA/cm≤),Cumulative Charge (mAh),Counter Electrode (V)
1_1,Cyclic Voltammetry,3.27152,-0.0307303,-0.0307303,-6.65595,0,-0.0187306,2.42224
1_1,Cyclic Voltammetry,3.3631,-0.0316005,-0.0316005,-6.58666,0,-0.0188991,2.40712
1_1,Cyclic Voltammetry,3.45462,-0.0325278,-0.0325278,-6.52552,0,-0.0190657,2.39384
1_1,Cyclic Voltammetry,3.54623,-0.0334271,-0.0334271,-6.47334,0,-0.0192311,2.38249
1_1,Cyclic Voltammetry,3.63776,-0.034351,-0.034351,-6.42739,0,-0.0193951,2.37299
1_1,Cyclic Voltammetry,3.72932,-0.0352458,-0.0352458,-6.39154,0,-0.0195581,2.36529
1_1,Cyclic Voltammetry,3.82088,-0.0361305,-0.0361305,-6.36031,0,-0.0197203,2.35879
1_1,Cyclic Voltammetry,3.91248,-0.037097,-0.037097,-6.33354,0,-0.0198818,2.35324
1_1,Cyclic Voltammetry,4.00403,-0.0380154,-0.0380154,-6.31229,0,-0.0200426,2.34895
1_1,Cyclic Voltammetry,4.0956,-0.0388822,-0.0388822,-6.2965,0,-0.0202029,2.34569
1_1,Cyclic Voltammetry,4.18716,-0.0399271,-0.0399271,-6.28527,0,-0.020363,2.3435
1_1,Cyclic Voltammetry,4.27873,-0.0408331,-0.0408331,-6.27538,0,-0.0205227,2.34187
1_1,Cyclic Voltammetry,4.37029,-0.0417492,-0.0417492,-6.27111,0,-0.0206822,2.34141
1_1,Cyclic Voltammetry,4.46185,-0.0426037,-0.0426037,-6.26887,0,-0.0208417,2.34139
1_1,Cyclic Voltammetry,4.55342,-0.0435354,-0.0435354,-6.26726,0,-0.0210011,2.34141
1_1,Cyclic Voltammetry,4.64497,-0.0444415,-0.0444415,-6.26773,0,-0.0211605,2.34215
1_1,Cyclic Voltammetry,4.73654,-0.0453553,-0.0453553,-6.27186,0,-0.02132,2.34338
1_1,Cyclic Voltammetry,4.82811,-0.0462501,-0.0462501,-6.27817,0,-0.0214796,2.34521
1_1,Cyclic Voltammetry,4.91968,-0.0471684,-0.0471684,-6.28455,0,-0.0216394,2.3473
1_1,Cyclic Voltammetry,5.01123,-0.0480543,-0.0480543,-6.29396,0,-0.0217993,2.34987
1_1,Cyclic Voltammetry,5.10281,-0.0489144,-0.0489144,-6.30551,0,-0.0219596,2.35299
1_1,Cyclic Voltammetry,5.19438,-0.0498719,-0.0498719,-6.31827,0,-0.0221201,2.35645
1_1,Cyclic Voltammetry,5.28595,-0.0508171,-0.0508171,-6.33183,0,-0.022281,2.35987
1_1,Cyclic Voltammetry,5.37752,-0.0516694,-0.0516694,-6.34661,0,-0.0224423,2.36371
1_1,Cyclic Voltammetry,5.46909,-0.0525754,-0.0525754,-6.35983,0,-0.0226039,2.36717
1_1,Cyclic Voltammetry,5.56069,-0.0535285,-0.0535285,-6.37108,0,-0.0227658,2.37046
1_1,Cyclic Voltammetry,5.65227,-0.0544222,-0.0544222,-6.38386,0,-0.0229281,2.3738
1_1,Cyclic Voltammetry,5.74379,-0.0553215,-0.0553215,-6.39855,0,-0.0230905,2.37755
1_1,Cyclic Voltammetry,5.8354,-0.0562129,-0.0562129,-6.41296,0,-0.0232536,2.38136
1_1,Cyclic Voltammetry,5.92692,-0.0571682,-0.0571682,-6.42729,0,-0.0234168,2.38514
1_1,Cyclic Voltammetry,6.01848,-0.0580529,-0.0580529,-6.44139,0,-0.0235804,2.38885
1_1,Cyclic Voltammetry,6.11004,-0.0589769,-0.0589769,-6.45463,0,-0.0237444,2.39232
1_1,Cyclic Voltammetry,6.20161,-0.0599344,-0.0599344,-6.46824,0,-0.0239088,2.39592
1_1,Cyclic Voltammetry,6.29318,-0.060846,-0.060846,-6.48132,0,-0.0240735,2.39937
1_1,Cyclic Voltammetry,6.38476,-0.0617419,-0.0617419,-6.49437,0,-0.0242385,2.40278
1_1,Cyclic Voltammetry,6.47633,-0.0626625,-0.0626625,-6.50484,0,-0.0244038,2.406
1_1,Cyclic Voltammetry,6.56791,-0.0636424,-0.0636424,-6.51421,0,-0.0245694,2.40873
1_1,Cyclic Voltammetry,6.65942,-0.0644499,-0.0644499,-6.52505,0,-0.0247352,2.41176
1_1,Cyclic Voltammetry,6.75099,-0.0654041,-0.0654041,-6.53509,0,-0.0249013,2.41472
1_1,Cyclic Voltammetry,6.84257,-0.0663459,-0.0663459,-6.54342,0,-0.0250676,2.41717
1_1,Cyclic Voltammetry,6.93412,-0.0672687,-0.0672687,-6.55063,0,-0.0252341,2.41959
1_1,Cyclic Voltammetry,7.02573,-0.0681367,-0.0681367,-6.55691,0,-0.0254009,2.42155
1_1,Cyclic Voltammetry,7.11727,-0.0690281,-0.0690281,-6.56316,0,-0.0255677,2.42336
1_1,Cyclic Voltammetry,7.20883,-0.0699711,-0.0699711,-6.56737,0,-0.0257347,2.42509
1_1,Cyclic Voltammetry,7.30038,-0.0709264,-0.0709264,-6.57163,0,-0.0259017,2.4269
1_1,Cyclic Voltammetry,7.39195,-0.0717977,-0.0717977,-6.5754,0,-0.0260689,2.42838
1_1,Cyclic Voltammetry,7.48353,-0.0727306,-0.0727306,-6.57737,0,-0.0262362,2.42937
1_1,Cyclic Voltammetry,7.5751,-0.0736276,-0.0736276,-6.57994,0,-0.0264036,2.43067
1_1,Cyclic Voltammetry,7.66665,-0.0746109,-0.0746109,-6.57986,0,-0.0265709,2.43134
1_1,Cyclic Voltammetry,7.75821,-0.075471,-0.075471,-6.57719,0,-0.0267382,2.43133
1_1,Cyclic Voltammetry,7.84979,-0.0764341,-0.0764341,-6.57675,0,-0.0269055,2.43185
1_1,Cyclic Voltammetry,7.94135,-0.0773278,-0.0773278,-6.57535,0,-0.0270728,2.4322
1_1,Cyclic Voltammetry,8.03293,-0.0782876,-0.0782876,-6.57248,0,-0.02724,2.43238
1_1,Cyclic Voltammetry,8.12448,-0.0791723,-0.0791723,-6.56847,0,-0.0274071,2.43209
1_1,Cyclic Voltammetry,8.21605,-0.0801881,-0.0801881,-6.56377,0,-0.0275741,2.43173
1_1,Cyclic Voltammetry,8.30762,-0.0810549,-0.0810549,-6.55787,0,-0.027741,2.43098
1_1,Cyclic Voltammetry,8.39917,-0.0819744,-0.0819744,-6.55149,0,-0.0279077,2.4303
1_1,Cyclic Voltammetry,8.49075,-0.0828558,-0.0828558,-6.54333,0,-0.0280742,2.42918
1_1,Cyclic Voltammetry,8.58234,-0.0837976,-0.0837976,-6.53632,0,-0.0282406,2.42797
1_1,Cyclic Voltammetry,8.6739,-0.0847059,-0.0847059,-6.52757,0,-0.0284068,2.42677
1_1,Cyclic Voltammetry,8.76547,-0.0856231,-0.0856231,-6.51931,0,-0.0285727,2.42539
1_1,Cyclic Voltammetry,8.85703,-0.0865705,-0.0865705,-6.50867,0,-0.0287383,2.42385
1_1,Cyclic Voltammetry,8.94859,-0.0874765,-0.0874765,-6.49894,0,-0.0289038,2.42216
1_1,Cyclic Voltammetry,9.04017,-0.0883747,-0.0883747,-6.48833,0,-0.029069,2.42029
1_1,Cyclic Voltammetry,9.13173,-0.0893255,-0.0893255,-6.4767,0,-0.0292338,2.41833
1_1,Cyclic Voltammetry,9.2233,-0.0902315,-0.0902315,-6.46267,0,-0.0293984,2.41585
1_1,Cyclic Voltammetry,9.31484,-0.0911935,-0.0911935,-6.44958,0,-0.0295626,2.41353
1_1,Cyclic Voltammetry,9.40642,-0.0920637,-0.0920637,-6.43385,0,-0.0297264,2.41082
1_1,Cyclic Voltammetry,9.498,-0.0930011,-0.0930011,-6.42158,0,-0.0298899,2.40859
1_1,Cyclic Voltammetry,9.58957,-0.0938668,-0.0938668,-6.4049,0,-0.0300531,2.40558
1_1,Cyclic Voltammetry,9.68114,-0.0948299,-0.0948299,-6.38759,0,-0.0302158,2.4024
1_1,Cyclic Voltammetry,9.77266,-0.095737,-0.095737,-6.37067,0,-0.0303779,2.3992
1_1,Cyclic Voltammetry,9.86424,-0.0966543,-0.0966543,-6.35483,0,-0.0305398,2.39623
1_1,Cyclic Voltammetry,9.95581,-0.0975816,-0.0975816,-6.33937,0,-0.0307012,2.39315
1_1,Cyclic Voltammetry,10.0474,-0.0985234,-0.0985234,-6.31847,0,-0.0308623,2.38931
1_1,Cyclic Voltammetry,10.139,-0.0994619,-0.0994619,-6.29734,0,-0.0310227,2.38495
1_1,Cyclic Voltammetry,10.2305,-0.100386,-0.100386,-6.27906,0,-0.0311826,2.38132
1_1,Cyclic Voltammetry,10.3221,-0.101283,-0.101283,-6.25843,0,-0.0313421,2.37735
1_1,Cyclic Voltammetry,10.4136,-0.102206,-0.102206,-6.24018,0,-0.031501,2.3736
1_1,Cyclic Voltammetry,10.5052,-0.10313,-0.10313,-6.21767,0,-0.0316594,2.36913
1_1,Cyclic Voltammetry,10.5968,-0.104102,-0.104102,-6.19467,0,-0.0318173,2.36454
1_1,Cyclic Voltammetry,10.6883,-0.104985,-0.104985,-6.17081,0,-0.0319745,2.35961
1_1,Cyclic Voltammetry,10.7799,-0.105861,-0.105861,-6.14711,0,-0.0321312,2.35479
1_1,Cyclic Voltammetry,10.8715,-0.106859,-0.106859,-6.12033,0,-0.0322872,2.34936
1_1,Cyclic Voltammetry,10.963,-0.107771,-0.107771,-6.09445,0,-0.0324425,2.34387
1_1,Cyclic Voltammetry,11.0546,-0.10868,-0.10868,-6.0653,0,-0.0325972,2.33791
1_1,Cyclic Voltammetry,11.1462,-0.109618,-0.109618,-6.03881,0,-0.0327511,2.33218
1_1,Cyclic Voltammetry,11.2377,-0.110556,-0.110556,-6.00934,0,-0.0329043,2.32596
1_1,Cyclic Voltammetry,11.3293,-0.111436,-0.111436,-5.97984,0,-0.0330568,2.3198
1_1,Cyclic Voltammetry,11.4209,-0.112405,-0.112405,-5.94766,0,-0.0332085,2.31318
1_1,Cyclic Voltammetry,11.5124,-0.113306,-0.113306,-5.91674,0,-0.0333594,2.30644
1_1,Cyclic Voltammetry,11.604,-0.114226,-0.114226,-5.88385,0,-0.0335095,2.29931
1_1,Cyclic Voltammetry,11.6956,-0.115146,-0.115146,-5.85212,0,-0.0336587,2.29249
1_1,Cyclic Voltammetry,11.7871,-0.116089,-0.116089,-5.81848,0,-0.0338071,2.28536
1_1,Cyclic Voltammetry,11.8787,-0.117002,-0.117002,-5.78292,0,-0.0339547,2.27787
1_1,Cyclic Voltammetry,11.9703,-0.118014,-0.118014,-5.74675,0,-0.0341014,2.26981
1_1,Cyclic Voltammetry,12.0619,-0.118974,-0.118974,-5.71147,0,-0.0342471,2.26215
1_1,Cyclic Voltammetry,12.1534,-0.119933,-0.119933,-5.67297,0,-0.0343918,2.25385
1_1,Cyclic Voltammetry,12.2449,-0.120833,-0.120833,-5.6362,0,-0.0345356,2.24561
1_1,Cyclic Voltammetry,12.3365,-0.121786,-0.121786,-5.59683,0,-0.0346785,2.23715
1_1,Cyclic Voltammetry,12.4281,-0.122657,-0.122657,-5.55711,0,-0.0348203,2.22842
1_1,Cyclic Voltammetry,12.5197,-0.12365,-0.12365,-5.51684,0,-0.0349612,2.21942
1_1,Cyclic Voltammetry,12.6112,-0.124514,-0.124514,-5.47696,0,-0.035101,2.21048
1_1,Cyclic Voltammetry,12.7028,-0.125438,-0.125438,-5.43271,0,-0.0352398,2.20084
1_1,Cyclic Voltammetry,12.7944,-0.126388,-0.126388,-5.38996,0,-0.0353774,2.19137
1_1,Cyclic Voltammetry,12.8859,-0.127398,-0.127398,-5.34441,0,-0.0355139,2.18146
1_1,Cyclic Voltammetry,12.9775,-0.128278,-0.128278,-5.30167,0,-0.0356492,2.17161
1_1,Cyclic Voltammetry,13.069,-0.129213,-0.129213,-5.25547,0,-0.0357835,2.16144
1_1,Cyclic Voltammetry,13.1606,-0.130112,-0.130112,-5.20942,0,-0.0359166,2.15106
1_1,Cyclic Voltammetry,13.2522,-0.131082,-0.131082,-5.16269,0,-0.0360486,2.14045
1_1,Cyclic Voltammetry,13.3438,-0.131918,-0.131918,-5.11535,0,-0.0361792,2.12981
1_1,Cyclic Voltammetry,13.4353,-0.132906,-0.132906,-5.06726,0,-0.0363087,2.11896
1_1,Cyclic Voltammetry,13.5269,-0.133867,-0.133867,-5.01862,0,-0.036437,2.10793
1_1,Cyclic Voltammetry,13.6184,-0.134782,-0.134782,-4.9706,0,-0.036564,2.09707
1_1,Cyclic Voltammetry,13.71,-0.135667,-0.135667,-4.92239,0,-0.0366898,2.08607
1_1,Cyclic Voltammetry,13.8016,-0.136651,-0.136651,-4.87445,0,-0.0368144,2.07509
1_1,Cyclic Voltammetry,13.8931,-0.137593,-0.137593,-4.82518,0,-0.0369378,2.06383
1_1,Cyclic Voltammetry,13.9847,-0.138558,-0.138558,-4.77896,0,-0.0370599,2.05308
1_1,Cyclic Voltammetry,14.0763,-0.139437,-0.139437,-4.73125,0,-0.0371809,2.04201
1_1,Cyclic Voltammetry,14.1678,-0.140414,-0.140414,-4.6838,0,-0.0373006,2.03101
1_1,Cyclic Voltammetry,14.2594,-0.141305,-0.141305,-4.63743,0,-0.0374192,2.02042
1_1,Cyclic Voltammetry,14.351,-0.142277,-0.142277,-4.5902,0,-0.0375365,2.00953
1_1,Cyclic Voltammetry,14.4425,-0.143191,-0.143191,-4.54331,0,-0.0376527,1.9989
1_1,Cyclic Voltammetry,14.5341,-0.144121,-0.144121,-4.49828,0,-0.0377676,1.98829
1_1,Cyclic Voltammetry,14.6257,-0.144991,-0.144991,-4.45434,0,-0.0378815,1.97816
1_1,Cyclic Voltammetry,14.7172,-0.145933,-0.145933,-4.41029,0,-0.0379942,1.96784
1_1,Cyclic Voltammetry,14.8089,-0.14688,-0.14688,-4.36571,0,-0.038106,1.95745
1_1,Cyclic Voltammetry,14.9005,-0.147796,-0.147796,-4.32365,0,-0.0382165,1.94747
1_1,Cyclic Voltammetry,14.992,-0.148704,-0.148704,-4.28231,0,-0.0383259,1.93776
1_1,Cyclic Voltammetry,15.0836,-0.149662,-0.149662,-4.24198,0,-0.0384343,1.92823
1_1,Cyclic Voltammetry,15.1752,-0.150582,-0.150582,-4.20086,0,-0.0385417,1.91875
1_1,Cyclic Voltammetry,15.2667,-0.151494,-0.151494,-4.16216,0,-0.038648,1.90945
1_1,Cyclic Voltammetry,15.3582,-0.152384,-0.152384,-4.12539,0,-0.0387534,1.90063
1_1,Cyclic Voltammetry,15.4498,-0.153355,-0.153355,-4.08722,0,-0.0388578,1.89186
1_1,Cyclic Voltammetry,15.5414,-0.152859,-0.152859,-2.88543,0,-0.0389465,1.81579
1_1,Cyclic Voltammetry,15.6329,-0.153575,-0.153575,-4.23951,0,-0.0390371,1.90286
1_1,Cyclic Voltammetry,15.7245,-0.156606,-0.156606,-4.25244,0,-0.0391452,1.91087
1_1,Cyclic Voltammetry,15.8161,-0.157302,-0.157302,-3.9767,0,-0.0392498,1.85049
1_1,Cyclic Voltammetry,15.9077,-0.157713,-0.157713,-3.94908,0,-0.0393506,1.84238
1_1,Cyclic Voltammetry,15.9992,-0.158756,-0.158756,-3.97066,0,-0.0394513,1.84637
1_1,Cyclic Voltammetry,16.0908,-0.159795,-0.159795,-3.93146,0,-0.0395518,1.8375
1_1,Cyclic Voltammetry,16.1823,-0.160632,-0.160632,-3.88657,0,-0.0396512,1.8271
1_1,Cyclic Voltammetry,16.2739,-0.161543,-0.161543,-3.85911,0,-0.0397497,1.82038
1_1,Cyclic Voltammetry,16.3654,-0.162499,-0.162499,-3.83302,0,-0.0398475,1.81411
1_1,Cyclic Voltammetry,16.457,-0.163404,-0.163404,-3.80137,0,-0.0399446,1.80662
1_1,Cyclic Voltammetry,16.5485,-0.164314,-0.164314,-3.77227,0,-0.0400409,1.79968
1_1,Cyclic Voltammetry,16.6401,-0.165203,-0.165203,-3.74572,0,-0.0401365,1.79329
1_1,Cyclic Voltammetry,16.7317,-0.16618,-0.16618,-3.7192,0,-0.0402315,1.78698
1_1,Cyclic Voltammetry,16.8233,-0.167053,-0.167053,-3.69122,0,-0.0403257,1.78041
1_1,Cyclic Voltammetry,16.9148,-0.168033,-0.168033,-3.66676,0,-0.0404193,1.77449
1_1,Cyclic Voltammetry,17.0064,-0.168886,-0.168886,-3.6419,0,-0.0405122,1.7685
1_1,Cyclic Voltammetry,17.098,-0.169803,-0.169803,-3.61802,0,-0.0406046,1.7628
1_1,Cyclic Voltammetry,17.1895,-0.170739,-0.170739,-3.59338,0,-0.0406963,1.75685
1_1,Cyclic Voltammetry,17.2811,-0.171688,-0.171688,-3.57095,0,-0.0407874,1.75144
1_1,Cyclic Voltammetry,17.3727,-0.172566,-0.172566,-3.54812,0,-0.0408779,1.74604
1_1,Cyclic Voltammetry,17.4642,-0.173523,-0.173523,-3.52837,0,-0.0409679,1.74124
1_1,Cyclic Voltammetry,17.5558,-0.17442,-0.17442,-3.50687,0,-0.0410574,1.73613
1_1,Cyclic Voltammetry,17.6473,-0.175305,-0.175305,-3.48712,0,-0.0411463,1.7313
1_1,Cyclic Voltammetry,17.7389,-0.176224,-0.176224,-3.46549,0,-0.0412347,1.72616
1_1,Cyclic Voltammetry,17.8305,-0.177202,-0.177202,-3.44624,0,-0.0413226,1.72148
1_1,Cyclic Voltammetry,17.922,-0.178142,-0.178142,-3.42819,0,-0.0414101,1.71703
1_1,Cyclic Voltammetry,18.0137,-0.179019,-0.179019,-3.4109,0,-0.0414971,1.71287
1_1,Cyclic Voltammetry,18.1052,-0.179941,-0.179941,-3.39104,0,-0.0415836,1.70818
1_1,Cyclic Voltammetry,18.1968,-0.180891,-0.180891,-3.37554,0,-0.0416696,1.70437
1_1,Cyclic Voltammetry,18.2884,-0.181808,-0.181808,-3.3577,0,-0.0417553,1.70001
1_1,Cyclic Voltammetry,18.3799,-0.182698,-0.182698,-3.33966,0,-0.0418405,1.69573
1_1,Cyclic Voltammetry,18.4714,-0.183545,-0.183545,-3.32497,0,-0.0419252,1.69215
1_1,Cyclic Voltammetry,18.563,-0.184519,-0.184519,-3.30985,0,-0.0420095,1.68847
1_1,Cyclic Voltammetry,18.6546,-0.185381,-0.185381,-3.2923,0,-0.0420935,1.68426
1_1,Cyclic Voltammetry,18.7461,-0.18636,-0.18636,-3.27859,0,-0.0421771,1.68083
1_1,Cyclic Voltammetry,18.8377,-0.187267,-0.187267,-3.26471,0,-0.0422603,1.67743
1_1,Cyclic Voltammetry,18.9293,-0.188169,-0.188169,-3.25083,0,-0.0423432,1.67403
1_1,Cyclic Voltammetry,19.0209,-0.189089,-0.189089,-3.2362,0,-0.0424257,1.67056
1_1,Cyclic Voltammetry,19.1124,-0.190008,-0.190008,-3.22236,0,-0.0425078,1.66717
1_1,Cyclic Voltammetry,19.2039,-0.190912,-0.190912,-3.20863,0,-0.0425896,1.66387
1_1,Cyclic Voltammetry,19.2955,-0.191852,-0.191852,-3.19685,0,-0.042671,1.66093
1_1,Cyclic Voltammetry,19.3871,-0.192742,-0.192742,-3.18381,0,-0.0427522,1.65779
1_1,Cyclic Voltammetry,19.4786,-0.193696,-0.193696,-3.17092,0,-0.042833,1.65472
1_1,Cyclic Voltammetry,19.5702,-0.194549,-0.194549,-3.15874,0,-0.0429135,1.65168
1_1,Cyclic Voltammetry,19.6618,-0.195513,-0.195513,-3.14794,0,-0.0429937,1.64902
1_1,Cyclic Voltammetry,19.7533,-0.196529,-0.196529,-3.13544,0,-0.0430736,1.64607
1_1,Cyclic Voltammetry,19.8449,-0.197459,-0.197459,-3.1237,0,-0.0431532,1.64317
1_1,Cyclic Voltammetry,19.9365,-0.198343,-0.198343,-3.113,0,-0.0432325,1.64051
1_1,Cyclic Voltammetry,20.028,-0.199239,-0.199239,-3.10184,0,-0.0433115,1.63781
1_1,Cyclic Voltammetry,20.1196,-0.200186,-0.200186,-3.09102,0,-0.0433903,1.63518
1_1,Cyclic Voltammetry,20.2112,-0.201108,-0.201108,-3.08031,0,-0.0434688,1.63256
1_1,Cyclic Voltammetry,20.3028,-0.201965,-0.201965,-3.06915,0,-0.043547,1.62986
1_1,Cyclic Voltammetry,20.3943,-0.202903,-0.202903,-3.06094,0,-0.0436249,1.62783
1_1,Cyclic Voltammetry,20.4859,-0.203796,-0.203796,-3.05052,0,-0.0437027,1.62531
1_1,Cyclic Voltammetry,20.5774,-0.204721,-0.204721,-3.03907,0,-0.0437801,1.62258
1_1,Cyclic Voltammetry,20.669,-0.205602,-0.205602,-3.03028,0,-0.0438573,1.62032
1_1,Cyclic Voltammetry,20.7606,-0.206543,-0.206543,-3.02314,0,-0.0439343,1.61859
1_1,Cyclic Voltammetry,20.8521,-0.207491,-0.207491,-3.01342,0,-0.0440111,1.61625
1_1,Cyclic Voltammetry,20.9437,-0.208354,-0.208354,-3.00402,0,-0.0440876,1.61394
1_1,Cyclic Voltammetry,21.0353,-0.209301,-0.209301,-2.99516,0,-0.0441639,1.61179
1_1,Cyclic Voltammetry,21.1269,-0.210181,-0.210181,-2.9883,0,-0.04424,1.61007
1_1,Cyclic Voltammetry,21.2184,-0.211109,-0.211109,-2.97767,0,-0.0443159,1.60755
1_1,Cyclic Voltammetry,21.31,-0.211985,-0.211985,-2.9693,0,-0.0443915,1.60549
1_1,Cyclic Voltammetry,21.4016,-0.212939,-0.212939,-2.96233,0,-0.0444669,1.60374
1_1,Cyclic Voltammetry,21.4931,-0.213835,-0.213835,-2.95384,0,-0.0445422,1.60162
1_1,Cyclic Voltammetry,21.5847,-0.214775,-0.214775,-2.94507,0,-0.0446172,1.59947
1_1,Cyclic Voltammetry,21.6763,-0.215697,-0.215697,-2.9387,0,-0.044692,1.59794
1_1,Cyclic Voltammetry,21.7678,-0.216688,-0.216688,-2.93086,0,-0.0447667,1.59603
1_1,Cyclic Voltammetry,21.8594,-0.217507,-0.217507,-2.92173,0,-0.0448411,1.59385
1_1,Cyclic Voltammetry,21.951,-0.218445,-0.218445,-2.91605,0,-0.0449153,1.59235
1_1,Cyclic Voltammetry,22.0425,-0.219351,-0.219351,-2.90755,0,-0.0449894,1.59039
1_1,Cyclic Voltammetry,22.1341,-0.220263,-0.220263,-2.90012,0,-0.0450633,1.58857
1_1,Cyclic Voltammetry,22.2256,-0.221182,-0.221182,-2.8938,0,-0.0451369,1.58698
1_1,Cyclic Voltammetry,22.3172,-0.2221,-0.2221,-2.88785,0,-0.0452104,1.58545
1_1,Cyclic Voltammetry,22.4088,-0.222968,-0.222968,-2.8807,0,-0.0452838,1.58376
1_1,Cyclic Voltammetry,22.5003,-0.223921,-0.223921,-2.87315,0,-0.045357,1.58192
1_1,Cyclic Voltammetry,22.5919,-0.224769,-0.224769,-2.8667,0,-0.04543,1.58038
1_1,Cyclic Voltammetry,22.6835,-0.225748,-0.225748,-2.86008,0,-0.0455028,1.57874
1_1,Cyclic Voltammetry,22.775,-0.226604,-0.226604,-2.85287,0,-0.0455755,1.57697
1_1,Cyclic Voltammetry,22.8666,-0.227529,-0.227529,-2.84762,0,-0.045648,1.57564
1_1,Cyclic Voltammetry,22.9582,-0.228437,-0.228437,-2.84196,0,-0.0457203,1.57423
1_1,Cyclic Voltammetry,23.0497,-0.229428,-0.229428,-2.83355,0,-0.0457925,1.57231
1_1,Cyclic Voltammetry,23.1413,-0.230259,-0.230259,-2.82647,0,-0.0458645,1.57053
1_1,Cyclic Voltammetry,23.2328,-0.231191,-0.231191,-2.82245,0,-0.0459363,1.5695
1_1,Cyclic Voltammetry,23.3244,-0.232093,-0.232093,-2.81775,0,-0.046008,1.56824
1_1,Cyclic Voltammetry,23.416,-0.233061,-0.233061,-2.81215,0,-0.0460797,1.56692
1_1,Cyclic Voltammetry,23.5076,-0.233901,-0.233901,-2.80393,0,-0.0461511,1.56504
1_1,Cyclic Voltammetry,23.5991,-0.234895,-0.234895,-2.7996,0,-0.0462223,1.56394
